,Unnamed: 0,temperature (K),x(1),x(2),ln_gamma_1,ln_gamma_2,cas_number_1,cas_number_2,names_1,names_2,SMILES_x,NAME_x,boilingPoint[K]_x,cas_number_x,SMILES_y,NAME_y,boilingPoint[K]_y,cas_number_y
405,405,298.15,0.9,0.1,0.00469911,0.35826003,75-05-8,502-42-1,acetonitrile,cycloheptanone,CC#N,acetonitrile,355.15,75-05-8,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
406,406,298.15,1.0,0.0,0.0,0.44572477,75-05-8,502-42-1,acetonitrile,cycloheptanone,CC#N,acetonitrile,355.15,75-05-8,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
407,407,298.15,0.0,1.0,1.26718079,0.0,71-43-2,75-05-8,benzene,acetonitrile,c1ccccc1,benzene,353.15,71-43-2,CC#N,acetonitrile,355.15,75-05-8
408,408,298.15,0.1,0.9,0.99593917,0.01428879,71-43-2,75-05-8,benzene,acetonitrile,c1ccccc1,benzene,353.15,71-43-2,CC#N,acetonitrile,355.15,75-05-8
409,409,298.15,0.2,0.8,0.76652495,0.05446194,71-43-2,75-05-8,benzene,acetonitrile,c1ccccc1,benzene,353.15,71-43-2,CC#N,acetonitrile,355.15,75-05-8
410,410,298.15,0.3,0.7,0.57662943,0.11754229,71-43-2,75-05-8,benzene,acetonitrile,c1ccccc1,benzene,353.15,71-43-2,CC#N,acetonitrile,355.15,75-05-8
411,411,298.15,0.4,0.6,0.41841823,0.20266076,71-43-2,75-05-8,benzene,acetonitrile,c1ccccc1,benzene,353.15,71-43-2,CC#N,acetonitrile,355.15,75-05-8
412,412,298.15,0.5,0.5,0.28676879,0.31039822,71-43-2,75-05-8,benzene,acetonitrile,c1ccccc1,benzene,353.15,71-43-2,CC#N,acetonitrile,355.15,75-05-8
413,413,298.15,0.6,0.4,0.17954455,0.4415404,71-43-2,75-05-8,benzene,acetonitrile,c1ccccc1,benzene,353.15,71-43-2,CC#N,acetonitrile,355.15,75-05-8
414,414,298.15,0.7,0.3,0.09640852,0.59604735,71-43-2,75-05-8,benzene,acetonitrile,c1ccccc1,benzene,353.15,71-43-2,CC#N,acetonitrile,355.15,75-05-8
415,415,298.15,0.8,0.2,0.03828329,0.77026643,71-43-2,75-05-8,benzene,acetonitrile,c1ccccc1,benzene,353.15,71-43-2,CC#N,acetonitrile,355.15,75-05-8
416,416,298.15,0.9,0.1,0.00680412,0.94635023,71-43-2,75-05-8,benzene,acetonitrile,c1ccccc1,benzene,353.15,71-43-2,CC#N,acetonitrile,355.15,75-05-8
417,417,298.15,1.0,0.0,0.0,1.04540356,71-43-2,75-05-8,benzene,acetonitrile,c1ccccc1,benzene,353.15,71-43-2,CC#N,acetonitrile,355.15,75-05-8
418,418,298.15,0.0,1.0,-0.04628911,0.0,97-63-2,502-42-1,ethylmethacrylate,cycloheptanone,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
419,419,298.15,0.1,0.9,-0.03744833,-0.00052849,97-63-2,502-42-1,ethylmethacrylate,cycloheptanone,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
420,420,298.15,0.2,0.8,-0.02954322,-0.00197927,97-63-2,502-42-1,ethylmethacrylate,cycloheptanone,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
421,421,298.15,0.3,0.7,-0.02257976,-0.00434617,97-63-2,502-42-1,ethylmethacrylate,cycloheptanone,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
422,422,298.15,0.4,0.6,-0.01656148,-0.00762358,97-63-2,502-42-1,ethylmethacrylate,cycloheptanone,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
423,423,298.15,0.5,0.5,-0.01148754,-0.01179823,97-63-2,502-42-1,ethylmethacrylate,cycloheptanone,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
424,424,298.15,0.6,0.4,-0.00735265,-0.01685438,97-63-2,502-42-1,ethylmethacrylate,cycloheptanone,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
425,425,298.15,0.7,0.3,-0.00414516,-0.02278252,97-63-2,502-42-1,ethylmethacrylate,cycloheptanone,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
426,426,298.15,0.8,0.2,-0.00185416,-0.02956752,97-63-2,502-42-1,ethylmethacrylate,cycloheptanone,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
427,427,298.15,0.9,0.1,-0.0004775,-0.03719615,97-63-2,502-42-1,ethylmethacrylate,cycloheptanone,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
428,428,298.15,1.0,0.0,0.0,-0.04566137,97-63-2,502-42-1,ethylmethacrylate,cycloheptanone,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1
429,429,298.15,0.0,1.0,0.36080426,0.0,97-63-2,142-96-1,ethylmethacrylate,di-n-butylether,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2,CCCCOCCCC,dibutyl ether,414.15,142-96-1
430,430,298.15,0.1,0.9,0.30076573,0.00323211,97-63-2,142-96-1,ethylmethacrylate,di-n-butylether,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2,CCCCOCCCC,dibutyl ether,414.15,142-96-1
431,431,298.15,0.2,0.8,0.24488039,0.01316627,97-63-2,142-96-1,ethylmethacrylate,di-n-butylether,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2,CCCCOCCCC,dibutyl ether,414.15,142-96-1
432,432,298.15,0.3,0.7,0.19351573,0.03035763,97-63-2,142-96-1,ethylmethacrylate,di-n-butylether,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2,CCCCOCCCC,dibutyl ether,414.15,142-96-1
433,433,298.15,0.4,0.6,0.14703995,0.05545008,97-63-2,142-96-1,ethylmethacrylate,di-n-butylether,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2,CCCCOCCCC,dibutyl ether,414.15,142-96-1
434,434,298.15,0.5,0.5,0.10586065,0.08921684,97-63-2,142-96-1,ethylmethacrylate,di-n-butylether,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2,CCCCOCCCC,dibutyl ether,414.15,142-96-1
435,435,298.15,0.6,0.4,0.07043956,0.13261527,97-63-2,142-96-1,ethylmethacrylate,di-n-butylether,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2,CCCCOCCCC,dibutyl ether,414.15,142-96-1
436,436,298.15,0.7,0.3,0.04132147,0.18684465,97-63-2,142-96-1,ethylmethacrylate,di-n-butylether,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2,CCCCOCCCC,dibutyl ether,414.15,142-96-1
437,437,298.15,0.8,0.2,0.01920624,0.25344343,97-63-2,142-96-1,ethylmethacrylate,di-n-butylether,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2,CCCCOCCCC,dibutyl ether,414.15,142-96-1
438,438,298.15,0.9,0.1,0.005022,0.33440071,97-63-2,142-96-1,ethylmethacrylate,di-n-butylether,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2,CCCCOCCCC,dibutyl ether,414.15,142-96-1
439,439,298.15,1.0,0.0,0.0,0.43234577,97-63-2,142-96-1,ethylmethacrylate,di-n-butylether,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2,CCCCOCCCC,dibutyl ether,414.15,142-96-1
440,440,298.15,0.0,1.0,0.28828079,0.0,75-29-6,67-64-1,2-chloropropane,propanone,CC(C)Cl,isopropyl chloride,308.89,75-29-6,CC(C)=O,acetone,329.15,67-64-1
441,441,298.15,0.1,0.9,0.21953957,0.00350663,75-29-6,67-64-1,2-chloropropane,propanone,CC(C)Cl,isopropyl chloride,308.89,75-29-6,CC(C)=O,acetone,329.15,67-64-1
442,442,298.15,0.2,0.8,0.16256289,0.01343603,75-29-6,67-64-1,2-chloropropane,propanone,CC(C)Cl,isopropyl chloride,308.89,75-29-6,CC(C)=O,acetone,329.15,67-64-1
443,443,298.15,0.3,0.7,0.11683475,0.02855377,75-29-6,67-64-1,2-chloropropane,propanone,CC(C)Cl,isopropyl chloride,308.89,75-29-6,CC(C)=O,acetone,329.15,67-64-1
444,444,298.15,0.4,0.6,0.08112071,0.04766755,75-29-6,67-64-1,2-chloropropane,propanone,CC(C)Cl,isopropyl chloride,308.89,75-29-6,CC(C)=O,acetone,329.15,67-64-1
445,445,298.15,0.5,0.5,0.05382516,0.06989717,75-29-6,67-64-1,2-chloropropane,propanone,CC(C)Cl,isopropyl chloride,308.89,75-29-6,CC(C)=O,acetone,329.15,67-64-1
446,446,298.15,0.6,0.4,0.03342435,0.09478347,75-29-6,67-64-1,2-chloropropane,propanone,CC(C)Cl,isopropyl chloride,308.89,75-29-6,CC(C)=O,acetone,329.15,67-64-1
447,447,298.15,0.7,0.3,0.01854223,0.12226895,75-29-6,67-64-1,2-chloropropane,propanone,CC(C)Cl,isopropyl chloride,308.89,75-29-6,CC(C)=O,acetone,329.15,67-64-1
448,448,298.15,0.8,0.2,0.00828166,0.15280581,75-29-6,67-64-1,2-chloropropane,propanone,CC(C)Cl,isopropyl chloride,308.89,75-29-6,CC(C)=O,acetone,329.15,67-64-1
449,449,298.15,0.9,0.1,0.00212038,0.18741334,75-29-6,67-64-1,2-chloropropane,propanone,CC(C)Cl,isopropyl chloride,308.89,75-29-6,CC(C)=O,acetone,329.15,67-64-1
450,450,298.15,1.0,0.0,0.0,0.22765228,75-29-6,67-64-1,2-chloropropane,propanone,CC(C)Cl,isopropyl chloride,308.89,75-29-6,CC(C)=O,acetone,329.15,67-64-1
451,451,298.15,0.0,1.0,2.40191658,0.0,75-29-6,67-71-0,2-chloropropane,dimethylsulfone,CC(C)Cl,isopropyl chloride,308.89,75-29-6,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0
452,452,298.15,0.1,0.9,1.8424456,0.02864689,75-29-6,67-71-0,2-chloropropane,dimethylsulfone,CC(C)Cl,isopropyl chloride,308.89,75-29-6,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0
453,453,298.15,0.2,0.8,1.39970464,0.10622168,75-29-6,67-71-0,2-chloropropane,dimethylsulfone,CC(C)Cl,isopropyl chloride,308.89,75-29-6,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0
454,454,298.15,0.3,0.7,1.04735199,0.22328378,75-29-6,67-71-0,2-chloropropane,dimethylsulfone,CC(C)Cl,isopropyl chloride,308.89,75-29-6,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0
455,455,298.15,0.4,0.6,0.76932761,0.37278394,75-29-6,67-71-0,2-chloropropane,dimethylsulfone,CC(C)Cl,isopropyl chloride,308.89,75-29-6,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0
456,456,298.15,0.5,0.5,0.55093794,0.55145733,75-29-6,67-71-0,2-chloropropane,dimethylsulfone,CC(C)Cl,isopropyl chloride,308.89,75-29-6,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0
457,457,298.15,0.6,0.4,0.37690211,0.76432746,75-29-6,67-71-0,2-chloropropane,dimethylsulfone,CC(C)Cl,isopropyl chloride,308.89,75-29-6,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0
458,458,298.15,0.7,0.3,0.23625832,1.02628765,75-29-6,67-71-0,2-chloropropane,dimethylsulfone,CC(C)Cl,isopropyl chloride,308.89,75-29-6,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0
459,459,298.15,0.8,0.2,0.12407045,1.36517902,75-29-6,67-71-0,2-chloropropane,dimethylsulfone,CC(C)Cl,isopropyl chloride,308.89,75-29-6,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0
460,460,298.15,0.9,0.1,0.0413009,1.84279984,75-29-6,67-71-0,2-chloropropane,dimethylsulfone,CC(C)Cl,isopropyl chloride,308.89,75-29-6,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0
461,461,298.15,1.0,0.0,0.0,2.8013622,75-29-6,67-71-0,2-chloropropane,dimethylsulfone,CC(C)Cl,isopropyl chloride,308.89,75-29-6,CS(C)(=O)=O,dimethyl sulfone,511.15,67-71-0
462,462,298.15,0.0,1.0,0.63614897,0.0,7732-18-5,67-56-1,h2o,methanol,O,water,373.15,7732-18-5,CO,methanol,337.85,67-56-1
463,463,298.15,0.1,0.9,0.52701016,0.00573705,7732-18-5,67-56-1,h2o,methanol,O,water,373.15,7732-18-5,CO,methanol,337.85,67-56-1
464,464,298.15,0.2,0.8,0.42218106,0.02426728,7732-18-5,67-56-1,h2o,methanol,O,water,373.15,7732-18-5,CO,methanol,337.85,67-56-1
465,465,298.15,0.3,0.7,0.32408504,0.05696657,7732-18-5,67-56-1,h2o,methanol,O,water,373.15,7732-18-5,CO,methanol,337.85,67-56-1
466,466,298.15,0.4,0.6,0.23794639,0.10328593,7732-18-5,67-56-1,h2o,methanol,O,water,373.15,7732-18-5,CO,methanol,337.85,67-56-1
467,467,298.15,0.5,0.5,0.16708155,0.16115567,7732-18-5,67-56-1,h2o,methanol,O,water,373.15,7732-18-5,CO,methanol,337.85,67-56-1
468,468,298.15,0.6,0.4,0.11116914,0.22941832,7732-18-5,67-56-1,h2o,methanol,O,water,373.15,7732-18-5,CO,methanol,337.85,67-56-1
469,469,298.15,0.7,0.3,0.06768653,0.31025834,7732-18-5,67-56-1,h2o,methanol,O,water,373.15,7732-18-5,CO,methanol,337.85,67-56-1
470,470,298.15,0.8,0.2,0.03406174,0.41171962,7732-18-5,67-56-1,h2o,methanol,O,water,373.15,7732-18-5,CO,methanol,337.85,67-56-1
471,471,298.15,0.9,0.1,0.0100273,0.54997011,7732-18-5,67-56-1,h2o,methanol,O,water,373.15,7732-18-5,CO,methanol,337.85,67-56-1
472,472,298.15,1.0,0.0,0.0,0.75025571,7732-18-5,67-56-1,h2o,methanol,O,water,373.15,7732-18-5,CO,methanol,337.85,67-56-1
473,473,298.15,0.0,1.0,2.59188568,0.0,64-17-5,75-29-6,ethanol,2-chloropropane,CCO,ethanol,351.52,64-17-5,CC(C)Cl,isopropyl chloride,308.89,75-29-6
474,474,298.15,0.1,0.9,1.4362607,0.05357894,64-17-5,75-29-6,ethanol,2-chloropropane,CCO,ethanol,351.52,64-17-5,CC(C)Cl,isopropyl chloride,308.89,75-29-6
475,475,298.15,0.2,0.8,0.93026359,0.14006666,64-17-5,75-29-6,ethanol,2-chloropropane,CCO,ethanol,351.52,64-17-5,CC(C)Cl,isopropyl chloride,308.89,75-29-6
476,476,298.15,0.3,0.7,0.62490624,0.24056381,64-17-5,75-29-6,ethanol,2-chloropropane,CCO,ethanol,351.52,64-17-5,CC(C)Cl,isopropyl chloride,308.89,75-29-6
477,477,298.15,0.4,0.6,0.41692305,0.3517563,64-17-5,75-29-6,ethanol,2-chloropropane,CCO,ethanol,351.52,64-17-5,CC(C)Cl,isopropyl chloride,308.89,75-29-6
478,478,298.15,0.5,0.5,0.2685735,0.47253308,64-17-5,75-29-6,ethanol,2-chloropropane,CCO,ethanol,351.52,64-17-5,CC(C)Cl,isopropyl chloride,308.89,75-29-6
479,479,298.15,0.6,0.4,0.16174461,0.60255674,64-17-5,75-29-6,ethanol,2-chloropropane,CCO,ethanol,351.52,64-17-5,CC(C)Cl,isopropyl chloride,308.89,75-29-6
480,480,298.15,0.7,0.3,0.08651776,0.74171574,64-17-5,75-29-6,ethanol,2-chloropropane,CCO,ethanol,351.52,64-17-5,CC(C)Cl,isopropyl chloride,308.89,75-29-6
481,481,298.15,0.8,0.2,0.03688106,0.8899725,64-17-5,75-29-6,ethanol,2-chloropropane,CCO,ethanol,351.52,64-17-5,CC(C)Cl,isopropyl chloride,308.89,75-29-6
482,482,298.15,0.9,0.1,0.0089335,1.0472468,64-17-5,75-29-6,ethanol,2-chloropropane,CCO,ethanol,351.52,64-17-5,CC(C)Cl,isopropyl chloride,308.89,75-29-6
483,483,298.15,1.0,0.0,0.0,1.21330745,64-17-5,75-29-6,ethanol,2-chloropropane,CCO,ethanol,351.52,64-17-5,CC(C)Cl,isopropyl chloride,308.89,75-29-6
484,484,298.15,0.0,1.0,0.99363787,0.0,75-05-8,67-56-1,acetonitrile,methanol,CC#N,acetonitrile,355.15,75-05-8,CO,methanol,337.85,67-56-1
485,485,298.15,0.1,0.9,0.80699151,0.009865,75-05-8,67-56-1,acetonitrile,methanol,CC#N,acetonitrile,355.15,75-05-8,CO,methanol,337.85,67-56-1
486,486,298.15,0.2,0.8,0.6406006,0.03927842,75-05-8,67-56-1,acetonitrile,methanol,CC#N,acetonitrile,355.15,75-05-8,CO,methanol,337.85,67-56-1
487,487,298.15,0.3,0.7,0.49466319,0.08798721,75-05-8,67-56-1,acetonitrile,methanol,CC#N,acetonitrile,355.15,75-05-8,CO,methanol,337.85,67-56-1
488,488,298.15,0.4,0.6,0.36892285,0.1557851,75-05-8,67-56-1,acetonitrile,methanol,CC#N,acetonitrile,355.15,75-05-8,CO,methanol,337.85,67-56-1
489,489,298.15,0.5,0.5,0.26255479,0.24296467,75-05-8,67-56-1,acetonitrile,methanol,CC#N,acetonitrile,355.15,75-05-8,CO,methanol,337.85,67-56-1
490,490,298.15,0.6,0.4,0.17442053,0.35093771,75-05-8,67-56-1,acetonitrile,methanol,CC#N,acetonitrile,355.15,75-05-8,CO,methanol,337.85,67-56-1
491,491,298.15,0.7,0.3,0.10348334,0.48306926,75-05-8,67-56-1,acetonitrile,methanol,CC#N,acetonitrile,355.15,75-05-8,CO,methanol,337.85,67-56-1
492,492,298.15,0.8,0.2,0.04940113,0.64595388,75-05-8,67-56-1,acetonitrile,methanol,CC#N,acetonitrile,355.15,75-05-8,CO,methanol,337.85,67-56-1
493,493,298.15,0.9,0.1,0.01335907,0.8520482,75-05-8,67-56-1,acetonitrile,methanol,CC#N,acetonitrile,355.15,75-05-8,CO,methanol,337.85,67-56-1
494,494,298.15,1.0,0.0,0.0,1.08379956,75-05-8,67-56-1,acetonitrile,methanol,CC#N,acetonitrile,355.15,75-05-8,CO,methanol,337.85,67-56-1
495,495,298.15,0.0,1.0,0.46507072,0.0,502-42-1,67-64-1,cycloheptanone,propanone,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1,CC(C)=O,acetone,329.15,67-64-1
496,496,298.15,0.1,0.9,0.33516925,0.00651477,502-42-1,67-64-1,cycloheptanone,propanone,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1,CC(C)=O,acetone,329.15,67-64-1
497,497,298.15,0.2,0.8,0.23562517,0.02373786,502-42-1,67-64-1,cycloheptanone,propanone,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1,CC(C)=O,acetone,329.15,67-64-1
498,498,298.15,0.3,0.7,0.16086795,0.04831659,502-42-1,67-64-1,cycloheptanone,propanone,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1,CC(C)=O,acetone,329.15,67-64-1
499,499,298.15,0.4,0.6,0.10576989,0.0776463,502-42-1,67-64-1,cycloheptanone,propanone,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1,CC(C)=O,acetone,329.15,67-64-1
500,500,298.15,0.5,0.5,0.06602417,0.10982479,502-42-1,67-64-1,cycloheptanone,propanone,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1,CC(C)=O,acetone,329.15,67-64-1
501,501,298.15,0.6,0.4,0.03816134,0.14349295,502-42-1,67-64-1,cycloheptanone,propanone,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1,CC(C)=O,acetone,329.15,67-64-1
502,502,298.15,0.7,0.3,0.01950139,0.17770903,502-42-1,67-64-1,cycloheptanone,propanone,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1,CC(C)=O,acetone,329.15,67-64-1
503,503,298.15,0.8,0.2,0.00794138,0.21185201,502-42-1,67-64-1,cycloheptanone,propanone,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1,CC(C)=O,acetone,329.15,67-64-1
504,504,298.15,0.9,0.1,0.00185707,0.24550334,502-42-1,67-64-1,cycloheptanone,propanone,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1,CC(C)=O,acetone,329.15,67-64-1
505,505,298.15,1.0,0.0,0.0,0.27841115,502-42-1,67-64-1,cycloheptanone,propanone,O=C1CCCCCC1,cycloheptanone,452.15,502-42-1,CC(C)=O,acetone,329.15,67-64-1
506,506,298.15,0.0,1.0,-0.18374518,0.0,108-88-3,67-66-3,toluene,chcl3,Cc1ccccc1,toluene,383.75,108-88-3,ClC(Cl)Cl,chloroform,334.15,67-66-3
507,507,298.15,0.1,0.9,-0.14447674,-0.00204827,108-88-3,67-66-3,toluene,chcl3,Cc1ccccc1,toluene,383.75,108-88-3,ClC(Cl)Cl,chloroform,334.15,67-66-3
508,508,298.15,0.2,0.8,-0.11081011,-0.00797133,108-88-3,67-66-3,toluene,chcl3,Cc1ccccc1,toluene,383.75,108-88-3,ClC(Cl)Cl,chloroform,334.15,67-66-3
509,509,298.15,0.3,0.7,-0.08235565,-0.017438,108-88-3,67-66-3,toluene,chcl3,Cc1ccccc1,toluene,383.75,108-88-3,ClC(Cl)Cl,chloroform,334.15,67-66-3
510,510,298.15,0.4,0.6,-0.05873976,-0.03013558,108-88-3,67-66-3,toluene,chcl3,Cc1ccccc1,toluene,383.75,108-88-3,ClC(Cl)Cl,chloroform,334.15,67-66-3
511,511,298.15,0.5,0.5,-0.03960656,-0.04577124,108-88-3,67-66-3,toluene,chcl3,Cc1ccccc1,toluene,383.75,108-88-3,ClC(Cl)Cl,chloroform,334.15,67-66-3
512,512,298.15,0.6,0.4,-0.02461758,-0.06407374,108-88-3,67-66-3,toluene,chcl3,Cc1ccccc1,toluene,383.75,108-88-3,ClC(Cl)Cl,chloroform,334.15,67-66-3
513,513,298.15,0.7,0.3,-0.01344981,-0.08479402,108-88-3,67-66-3,toluene,chcl3,Cc1ccccc1,toluene,383.75,108-88-3,ClC(Cl)Cl,chloroform,334.15,67-66-3
514,514,298.15,0.8,0.2,-0.00580451,-0.10770647,108-88-3,67-66-3,toluene,chcl3,Cc1ccccc1,toluene,383.75,108-88-3,ClC(Cl)Cl,chloroform,334.15,67-66-3
515,515,298.15,0.9,0.1,-0.00140604,-0.13260786,108-88-3,67-66-3,toluene,chcl3,Cc1ccccc1,toluene,383.75,108-88-3,ClC(Cl)Cl,chloroform,334.15,67-66-3
516,516,298.15,1.0,0.0,0.0,-0.1593197,108-88-3,67-66-3,toluene,chcl3,Cc1ccccc1,toluene,383.75,108-88-3,ClC(Cl)Cl,chloroform,334.15,67-66-3
517,517,298.15,0.0,1.0,4.47258569,0.0,67-56-1,110-82-7,methanol,cyclohexane,CO,methanol,337.85,67-56-1,C1CCCCC1,cyclohexane,353.9,110-82-7
518,518,298.15,0.1,0.9,2.34075467,0.07027318,67-56-1,110-82-7,methanol,cyclohexane,CO,methanol,337.85,67-56-1,C1CCCCC1,cyclohexane,353.9,110-82-7
519,519,298.15,0.2,0.8,1.67519458,0.18447887,67-56-1,110-82-7,methanol,cyclohexane,CO,methanol,337.85,67-56-1,C1CCCCC1,cyclohexane,353.9,110-82-7
520,520,298.15,0.3,0.7,1.24138419,0.3277967,67-56-1,110-82-7,methanol,cyclohexane,CO,methanol,337.85,67-56-1,C1CCCCC1,cyclohexane,353.9,110-82-7
521,521,298.15,0.4,0.6,0.91603509,0.50237129,67-56-1,110-82-7,methanol,cyclohexane,CO,methanol,337.85,67-56-1,C1CCCCC1,cyclohexane,353.9,110-82-7
522,522,298.15,0.5,0.5,0.65680156,0.71429375,67-56-1,110-82-7,methanol,cyclohexane,CO,methanol,337.85,67-56-1,C1CCCCC1,cyclohexane,353.9,110-82-7
523,523,298.15,0.6,0.4,0.44482942,0.97365249,67-56-1,110-82-7,methanol,cyclohexane,CO,methanol,337.85,67-56-1,C1CCCCC1,cyclohexane,353.9,110-82-7
524,524,298.15,0.7,0.3,0.27150333,1.29654427,67-56-1,110-82-7,methanol,cyclohexane,CO,methanol,337.85,67-56-1,C1CCCCC1,cyclohexane,353.9,110-82-7
525,525,298.15,0.8,0.2,0.13441347,1.71044362,67-56-1,110-82-7,methanol,cyclohexane,CO,methanol,337.85,67-56-1,C1CCCCC1,cyclohexane,353.9,110-82-7
526,526,298.15,0.9,0.1,0.0381756,2.26301608,67-56-1,110-82-7,methanol,cyclohexane,CO,methanol,337.85,67-56-1,C1CCCCC1,cyclohexane,353.9,110-82-7
527,527,298.15,1.0,0.0,0.0,3.0145454,67-56-1,110-82-7,methanol,cyclohexane,CO,methanol,337.85,67-56-1,C1CCCCC1,cyclohexane,353.9,110-82-7
528,528,298.15,0.0,1.0,9.17947312,0.0,7732-18-5,110-82-7,h2o,cyclohexane,O,water,373.15,7732-18-5,C1CCCCC1,cyclohexane,353.9,110-82-7
529,529,298.15,0.1,0.9,5.17733231,0.12715732,7732-18-5,110-82-7,h2o,cyclohexane,O,water,373.15,7732-18-5,C1CCCCC1,cyclohexane,353.9,110-82-7
530,530,298.15,0.2,0.8,3.96881072,0.33506697,7732-18-5,110-82-7,h2o,cyclohexane,O,water,373.15,7732-18-5,C1CCCCC1,cyclohexane,353.9,110-82-7
531,531,298.15,0.3,0.7,3.14489772,0.6078915,7732-18-5,110-82-7,h2o,cyclohexane,O,water,373.15,7732-18-5,C1CCCCC1,cyclohexane,353.9,110-82-7
532,532,298.15,0.4,0.6,2.49040505,0.9599153,7732-18-5,110-82-7,h2o,cyclohexane,O,water,373.15,7732-18-5,C1CCCCC1,cyclohexane,353.9,110-82-7
533,533,298.15,0.5,0.5,1.93025022,1.41902995,7732-18-5,110-82-7,h2o,cyclohexane,O,water,373.15,7732-18-5,C1CCCCC1,cyclohexane,353.9,110-82-7
534,534,298.15,0.6,0.4,1.42974272,2.03334592,7732-18-5,110-82-7,h2o,cyclohexane,O,water,373.15,7732-18-5,C1CCCCC1,cyclohexane,353.9,110-82-7
535,535,298.15,0.7,0.3,0.97211826,2.88955944,7732-18-5,110-82-7,h2o,cyclohexane,O,water,373.15,7732-18-5,C1CCCCC1,cyclohexane,353.9,110-82-7
536,536,298.15,0.8,0.2,0.55408139,4.16058804,7732-18-5,110-82-7,h2o,cyclohexane,O,water,373.15,7732-18-5,C1CCCCC1,cyclohexane,353.9,110-82-7
537,537,298.15,0.9,0.1,0.19509025,6.25631698,7732-18-5,110-82-7,h2o,cyclohexane,O,water,373.15,7732-18-5,C1CCCCC1,cyclohexane,353.9,110-82-7
538,538,298.15,1.0,0.0,0.0,10.51840378,7732-18-5,110-82-7,h2o,cyclohexane,O,water,373.15,7732-18-5,C1CCCCC1,cyclohexane,353.9,110-82-7
539,539,298.15,0.0,1.0,3.7688145,0.0,7732-18-5,97-63-2,h2o,ethylmethacrylate,O,water,373.15,7732-18-5,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2
540,540,298.15,0.1,0.9,2.72553304,0.03804851,7732-18-5,97-63-2,h2o,ethylmethacrylate,O,water,373.15,7732-18-5,C=C(C)C(=O)OC,ethyl methacrylate,390.15,97-63-2
