InChIKey,smiles_canon,LogS,occurence,solvent_id,solute_id,hybrid_class
CIEXPHRYOLIQQD-UHFFFAOYSA-N,COC(=O)C(C)N(C(=O)c1ccco1)c1c(C)cccc1C,-3.117,2.0,solvent_844,solute_15762,"polar,large"
LPEKGGXMPWTOCB-UHFFFAOYSA-N,COC(=O)C(C)O,0.982503777,2.0,solvent_844,solute_15763,"polar,small"
QTFFGYLLUHQSAS-UHFFFAOYSA-N,COC(=O)C(C)OC(C)=O,-0.2617,2.0,solvent_844,solute_15764,"polar,small"
MFSWTRQUCLNFOM-UHFFFAOYSA-N,COC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,-4.6064,2.0,solvent_844,solute_15765,"polar,large"
XBBDACCLCFWBSI-ZETCQYMHSA-N,COC(=O)C(N)Cc1ccc(O)c(O)c1,0.577635565,2.0,solvent_844,solute_15766,"polar,small"
RMIVRCBSQPCSCQ-BDANYOJNSA-N,COC(=O)C1(C)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,-8.941982243,2.0,solvent_844,solute_15767,"polar,large"
LINPVWIEWJTEEJ-UHFFFAOYSA-N,COC(=O)C1(O)c2ccccc2-c2ccc(Cl)cc21,-4.18089995,4.0,solvent_844,solute_15768,"polar,small"
IPABBDLXSJIQEG-UHFFFAOYSA-N,COC(=O)C1(S(=O)(=O)c2ccc(Br)cc2)CC1,-3.67015,2.0,solvent_844,solute_15769,"polar,large"
DXGXTGYXCFBYDJ-UHFFFAOYSA-N,COC(=O)C1(S(=O)(=O)c2ccc(Br)cc2)CCC1,-3.55,2.0,solvent_844,solute_15770,"polar,large"
GTCWZRDSJBFIDT-UHFFFAOYSA-N,COC(=O)C1(S(=O)(=O)c2ccc(Br)cc2)CCCC1,-4.010199999999999,2.0,solvent_844,solute_15771,"polar,large"
FRWFRRPXOYMNKY-UHFFFAOYSA-N,COC(=O)C1(S(=O)(=O)c2ccc(Br)cc2)CCCCC1,-4.4793,2.0,solvent_844,solute_15772,"polar,large"
GQFAQGSQOWKLHH-UHFFFAOYSA-N,COC(=O)C1(S(=O)(=O)c2ccc(C)cc2)CC1,-2.88015,2.0,solvent_844,solute_15773,"polar,small"
XBQBUJRJLAOQHD-UHFFFAOYSA-N,COC(=O)C1(S(=O)(=O)c2ccc(C)cc2)CCCCC1,-4.60985,2.0,solvent_844,solute_15774,"polar,small"
MKKNYRRAGXWBDZ-UHFFFAOYSA-N,COC(=O)C1(S(=O)(=O)c2ccc(Cl)cc2)CC1,-3.3093000000000004,2.0,solvent_844,solute_15775,"polar,small"
GWBJAJHNRFKJON-UHFFFAOYSA-N,COC(=O)C1(S(=O)(=O)c2ccc(Cl)cc2)CCC1,-2.9998,2.0,solvent_844,solute_15776,"polar,small"
JPEDHHGXVGENMN-UHFFFAOYSA-N,COC(=O)C1(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC1,-3.3797,2.0,solvent_844,solute_15777,"polar,small"
OACLWBSJZSLACO-UHFFFAOYSA-N,COC(=O)C1(S(=O)(=O)c2ccccc2)CC1,-2.26005,2.0,solvent_844,solute_15778,"polar,small"
ACFDLHBDXXPXBY-UHFFFAOYSA-N,COC(=O)C1(S(=O)(=O)c2ccccc2)CCC1,-3.0005,2.0,solvent_844,solute_15779,"polar,small"
AXNXBYAMXGSWLR-UHFFFAOYSA-N,COC(=O)C1(S(=O)(=O)c2ccccc2)CCCC1,-2.55005,2.0,solvent_844,solute_15780,"polar,small"
MGJBHISEQPOUJP-MLVYHOMMSA-N,COC(=O)C1(c2ccccc2)CCC([NH+](C)C)c2ccccc21.[Cl-],-4.107545363,2.0,solvent_844,solute_15781,"polar,large"
HYIMSNHJOBLJNT-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],-4.73307371475,4.0,solvent_844,solute_15782,"polar,large"
ZPUCINDJVBIVPJ-LXTVHRRPSA-N,COC(=O)C1C(OC(=O)C2CCCCC2)CC2CCC1N2C,-2.2283429055,2.0,solvent_844,solute_15785,"polar,large"
JFZRRXGXEHUJCI-UHFFFAOYSA-N,COC(=O)C1CC(=O)N(C)C1,0.8038151735000001,2.0,solvent_844,solute_15786,"polar,small"
UQIKOYWGLUXMNE-UHFFFAOYSA-N,COC(=O)C1CCCN1C(=O)COC(=O)c1ccccc1,-2.083025,4.0,solvent_844,solute_15787,"polar,small"
SREQLAJQLXPNMC-DXYSAURFSA-N,COC(=O)C=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,-8.4444993595,2.0,solvent_844,solute_15788,"polar,large"
GEPDYQSQVLXLEU-AATRIKPKSA-N,COC(=O)C=C(C)OP(=O)(OC)OC,0.4276063504999999,2.0,solvent_844,solute_15789,"polar,small"
LDCRTTXIJACKKU-ARJAWSKDSA-N,COC(=O)C=CC(=O)OC,-0.2558322,2.0,solvent_844,solute_15790,"polar,small"
CCRCUPLGCSFEDV-BQYQJAHWSA-N,COC(=O)C=Cc1ccccc1,-2.7118260750000003,2.0,solvent_844,solute_15791,"polar,small"
WRQNANDWMGAFTP-UHFFFAOYSA-N,COC(=O)CC(C)=O,0.6340314885,2.0,solvent_844,solute_15792,"polar,small"
MUXOBHXGJLMRAB-UHFFFAOYSA-N,COC(=O)CCC(=O)OC,-0.7668145470000001,2.0,solvent_844,solute_15793,"polar,small"
XTDYIOOONNVFMA-UHFFFAOYSA-N,COC(=O)CCCC(=O)OC,-0.433714582,2.0,solvent_844,solute_15794,"polar,small"
UDSFAEKRVUSQDD-UHFFFAOYSA-N,COC(=O)CCCCC(=O)OC,-1.46289845,2.0,solvent_844,solute_15795,"polar,small"
ALOUNLDAKADEEB-UHFFFAOYSA-N,COC(=O)CCCCCCCCC(=O)OC,-3.2831157745,2.0,solvent_844,solute_15796,"polar,small"
UBSPKGKFFQKZJB-UHFFFAOYSA-N,COC(=O)CCC[N+](=O)[O-],-1.081341404,2.0,solvent_844,solute_15797,"polar,small"
QABLOFMHHSOFRJ-UHFFFAOYSA-N,COC(=O)CCl,-0.3727959855,2.0,solvent_844,solute_15798,"polar,small"
LRZFEBJUJIQVDQ-UHFFFAOYSA-N,COC(=O)CN(C)C,0.931265121,2.0,solvent_844,solute_15799,"polar,small"
XTKVNQKOTKPCKM-UHFFFAOYSA-N,COC(=O)CNC(=O)c1ccccc1,-1.0555791005,2.0,solvent_844,solute_15800,"polar,small"
HWIGZMADSFQMOI-UHFFFAOYSA-N,COC(=O)COc1ccc(Cl)cc1Cl,-2.9596,2.0,solvent_844,solute_15801,"polar,small"
CNEVNTZDQZVZGP-UHFFFAOYSA-N,COC(=O)CS(=O)(=O)c1ccc(Br)cc1,-2.47995,2.0,solvent_844,solute_15802,"polar,small"
RWMPWXCERLGUAF-UHFFFAOYSA-N,COC(=O)CS(=O)(=O)c1ccc(Cl)cc1,-2.3793,2.0,solvent_844,solute_15803,"polar,small"
NLEAIFBNKPYTGN-UHFFFAOYSA-N,COC(=O)CS(=O)(=O)c1ccccc1,-1.1402844305,2.0,solvent_844,solute_15804,"polar,small"
ZCNQYNHDVRPZIH-UHFFFAOYSA-N,COC(=O)CSc1cc(N=c2sc(=O)n3n2CCCC3)c(F)cc1Cl,-5.676816711,2.0,solvent_844,solute_15805,"polar,large"
ALBSWLMUHHZLLR-UHFFFAOYSA-N,COC(=O)C[N+](=O)[O-],-0.891132807,2.0,solvent_844,solute_15806,"polar,small"
IDOWTHOLJBTAFI-UHFFFAOYSA-N,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,-4.79359289925,4.0,solvent_844,solute_15807,"polar,large"
YYQQVTLVYLTGPR-UHFFFAOYSA-N,COC(=O)OC(C)C(=O)OC,-0.6003,2.0,solvent_844,solute_15808,"polar,small"
NPTMYBDPDBTCPB-UHFFFAOYSA-N,COC(=O)Oc1ccc(NC(C)=O)cc1,-1.69,2.0,solvent_844,solute_15809,"polar,small"
UTEQVEMDYYOJGM-UHFFFAOYSA-N,COC(=O)c1c(C(=O)O)cccc1[N+](=O)[O-],-2.0853,2.0,solvent_844,solute_15810,"polar,small"
YIJZJEYQBAAWRJ-UHFFFAOYSA-N,COC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C2=NCCS2)c1CC(C)C,-5.2001,2.0,solvent_844,solute_15811,"polar,large"
NPOJQCVWMSKXDN-UHFFFAOYSA-N,COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,-5.821,2.0,solvent_844,solute_15812,"polar,large"
SUSRORUBZHMPCO-UHFFFAOYSA-N,COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],-5.956106926333334,3.0,solvent_844,solute_15814,"polar,large"
WOZVHXUHUFLZGK-UHFFFAOYSA-N,COC(=O)c1ccc(C(=O)OC)cc1,-4.0097366305,2.0,solvent_844,solute_15815,"polar,small"
FFCCBBNQPIMUJI-UHFFFAOYSA-N,COC(=O)c1ccc(C)cc1C1=NC(C)(C(C)C)C(=O)N1,-2.4599,2.0,solvent_844,solute_15817,"polar,small"
DBQGARDMYOMOOS-UHFFFAOYSA-N,COC(=O)c1ccc(N(C)C)cc1,-3.1749990305,2.0,solvent_844,solute_15818,"polar,small"
ZSBIMTDWIGWJPW-UHFFFAOYSA-N,COC(=O)c1ccc(O)c(Cl)c1,-2.8729858155,2.0,solvent_844,solute_15819,"polar,small"
PXNOLLHARLSLHY-UHFFFAOYSA-N,COC(=O)c1ccc(O)c(I)c1,-3.3138,2.0,solvent_844,solute_15820,"polar,small"
PGJQPLVEUVHSFQ-UHFFFAOYSA-N,COC(=O)c1ccc(OC(C)=O)cc1,-2.5,2.0,solvent_844,solute_15821,"polar,small"
VNGOYPQMJFJDLV-UHFFFAOYSA-N,COC(=O)c1cccc(C(=O)OC)c1,-2.825814432,2.0,solvent_844,solute_15822,"polar,small"
NQSMEZJWJJVYOI-UHFFFAOYSA-N,COC(=O)c1ccccc1C(=O)c1ccccc1,-3.477595743,2.0,solvent_844,solute_15823,"polar,small"
XMQFTWRPUQYINF-UHFFFAOYSA-N,COC(=O)c1ccccc1CS(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,-3.532,2.0,solvent_844,solute_15824,"polar,large"
VAMXMNNIEUEQDV-UHFFFAOYSA-N,COC(=O)c1ccccc1N,-1.7246103764999998,2.0,solvent_844,solute_15825,"polar,small"
ONWPLBKWMAUFGZ-UHFFFAOYSA-N,COC(=O)c1ccccc1OC(C)=O,-1.84,2.0,solvent_844,solute_15826,"polar,small"
VLCQZHSMCYCDJL-UHFFFAOYSA-N,COC(=O)c1ccccc1S(=O)(=O)NC(=O)N(C)c1nc(C)nc(OC)n1,-3.8981,2.0,solvent_844,solute_15828,"polar,large"
ZDXMLEQEMNLCQG-UHFFFAOYSA-N,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)cc(C)n1,-3.1741823525,2.0,solvent_844,solute_15829,"polar,large"
ZTYVMAQSHCZXLF-UHFFFAOYSA-N,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(OC(F)F)cc(OC(F)F)n1,-5.152014534,3.0,solvent_844,solute_15831,"polar,large"
KOKPBCHLPVDQTK-UHFFFAOYSA-N,COC(C)(C)CC(C)=O,0.332590202,2.0,solvent_844,solute_15833,"polar,small"
RBFOFWDEFDASDA-UHFFFAOYSA-N,COC(C)C(C)Cl,-1.9986,2.0,solvent_844,solute_15834,"non-polar,small"
FYCWLJLGIAUCCL-QWWZWVQMSA-N,COC(C)C(N)C(=O)O,0.485281838,2.0,solvent_844,solute_15835,"polar,small"
LMFKRLGHEKVMNT-UJDVCPFMSA-N,COC(C)C(O)(C(=O)OCC1=CCN2CCC(O)C12)C(C)C,-0.829572711,2.0,solvent_844,solute_15836,"polar,large"
CUDYYMUUJHLCGZ-UHFFFAOYSA-N,COC(C)COC(C)CO,0.8292,2.0,solvent_844,solute_15837,"polar,small"
SPEUIVXLLWOEMJ-UHFFFAOYSA-N,COC(C)OC,1.0451894085,2.0,solvent_844,solute_15838,"non-polar,small"
ZFGVCDSFRAMNMT-WAYWQWQTSA-N,COC(C=CC(OC)OC)OC,0.054999722,2.0,solvent_844,solute_15839,"polar,small"
HVLYJUCOMBTMTA-UHFFFAOYSA-N,COC(CC(=O)O)c1ccccc1,-1.6949387515,2.0,solvent_844,solute_15840,"polar,small"
JEBBYIJCXLFPCX-UHFFFAOYSA-N,COC(CN(C)C(=O)Nc1nnc(C(C)(C)C)s1)OC,-1.8678,2.0,solvent_844,solute_15841,"polar,large"
ZGFASEKBKWVCGP-UHFFFAOYSA-N,COC1(C)CC(c2ccccc2)c2c(c3ccccc3oc2=O)O1,-1.5083411405,2.0,solvent_844,solute_15842,"polar,large"
UUGSNNUEVKTATH-UHFFFAOYSA-N,COC1(C)COC(C)(OC)CO1,-1.2460152755,2.0,solvent_844,solute_15843,"polar,small"
HRHKSTOGXBBQCB-VFWICMBZSA-N,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1C2N1C,-1.218362512,2.0,solvent_844,solute_15844,"polar,large"
HCVGDVYOISIYKY-UHFFFAOYSA-N,COC1=C(F)C(F)(F)C(F)(F)C1(F)F,-2.448940898,2.0,solvent_844,solute_15845,"non-polar,small"
TVDYTVXARUOWKL-XPUUQOCRSA-N,COC1=C(OC)C2C(=O)OCC2C=C1,-1.8995,2.0,solvent_844,solute_15846,"polar,small"
VJVOAGLABGZRSL-UHFFFAOYSA-N,COC1=CC(=O)C(C)=CC1=O,-0.81120124,2.0,solvent_844,solute_15847,"polar,small"
DOIBQIDXMYSSJY-UHFFFAOYSA-N,COC1=CC2OC3C=CC(O)=CC3C(=O)C2C(O)=C1,-2.94150005,2.0,solvent_844,solute_15848,"polar,small"
FQXXSQDCDRQNQE-VMDGZTHMSA-N,COC1=CC=C2C3Cc4ccc(OC)c5c4C2(CCN3C)C1O5,-2.660593934,3.0,solvent_844,solute_15849,"polar,large"
PMTSPAGBAFCORP-DGORKHCUSA-N,COC1C(O)C(C)OC(OC2CCC3(C=O)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C1O,-3.1372845246666667,3.0,solvent_844,solute_15850,"polar,large"
NGGMYCMLYOUNGM-CSDLUJIJSA-N,COC1C(OC(=O)C=CC=CC=CC=CC(=O)O)CCC2(CO2)C1C1(C)OC1CC=C(C)C,-6.254336821,2.0,solvent_844,solute_15851,"polar,large"
PXWINCSLFXUWBZ-VYIIXAMBSA-N,COC1C=CC2=CCN3CCC4=C(CC(=O)OC4)C23C1,-0.41798998,2.0,solvent_844,solute_15852,"polar,small"
ZUVAACFIEPYYOP-UHFFFAOYSA-N,COC1CC1,-0.117616403,2.0,solvent_844,solute_15853,"non-polar,small"
GIIFOXPATIOXSA-RGFKIIKPSA-N,COC1CCC2CC3C4C(O)CCCC4(CCN3C)C2C1O,-1.850574685,2.0,solvent_844,solute_15854,"polar,large"
XCYWUZHUTJDTGS-UHFFFAOYSA-N,COC1CCC=CO1,-0.818313791,2.0,solvent_844,solute_15855,"non-polar,small"
FNEUIJOQHOUXIE-UHFFFAOYSA-N,COC1CCCC(C)O1,-0.5921166965,2.0,solvent_844,solute_15856,"non-polar,small"
AHHFEZNOXOZZQA-ZEBDFXRSSA-N,COC1OC(CNC(=O)N(CCCl)N=O)C(O)C(O)C1O,-1.5612732223333332,3.0,solvent_844,solute_15857,"polar,large"
HOVAGTYPODGVJG-UHFFFAOYSA-N,COC1OC(CO)C(O)C(O)C1O,0.2992420515,2.0,solvent_844,solute_15858,"polar,small"
WFDXOXNFNRHQEC-GHRIWEEISA-N,COC=C(C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,-4.8275923215,2.0,solvent_844,solute_15859,"polar,large"
GAIFAPDHLCPUMF-IWIPYMOSSA-N,COCC(=NOCC(=O)OC)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],-5.6783,2.0,solvent_844,solute_15860,"polar,large"
UWVQIROCRJWDKL-UHFFFAOYSA-N,COCC(=O)N(c1c(C)cccc1C)N1CCOC1=O,-1.911524947,2.0,solvent_844,solute_15861,"polar,small"
RMIODHQZRUFFFF-UHFFFAOYSA-N,COCC(=O)O,1.0454,2.0,solvent_844,solute_15862,"polar,small"
YRNDGUSDBCARGC-UHFFFAOYSA-N,COCC(=O)c1ccccc1,-0.7616193760000001,2.0,solvent_844,solute_15863,"polar,small"
ZYVYEJXMYBUCMN-UHFFFAOYSA-N,COCC(C)C,-0.899949669,2.0,solvent_844,solute_15864,"non-polar,small"
JLYFCTQDENRSOL-UHFFFAOYSA-N,COCC(C)N(C(=O)CCl)c1c(C)csc1C,-2.320307382,2.0,solvent_844,solute_15865,"polar,small"
ARXJGSRGQADJSQ-UHFFFAOYSA-N,COCC(C)O,1.0451894085,2.0,solvent_844,solute_15866,"polar,small"
LLHKCFNBLRBOGN-UHFFFAOYSA-N,COCC(C)OC(C)=O,0.17578258,2.0,solvent_844,solute_15867,"polar,small"
GVZNXUAPPLHUOM-UHFFFAOYSA-N,COCC(C)OCC(C)OC(C)CO,0.6855214385,2.0,solvent_844,solute_15868,"polar,small"
HPFDGTFXAVIVTH-UHFFFAOYSA-N,COCC(C)OCC(C)OCC(C)O,0.6855,2.0,solvent_844,solute_15869,"polar,small"
KNTFCRCCPLEUQZ-VKHMYHEASA-N,COCC(N)C(=O)O,0.6523845484999999,2.0,solvent_844,solute_15870,"polar,small"
PSJBSUHYCGQTHZ-UHFFFAOYSA-N,COCC(O)CO,0.974198666,2.0,solvent_844,solute_15871,"polar,small"
FTCOKXNKPOUEFH-UHFFFAOYSA-N,COCC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,-4.66,2.0,solvent_844,solute_15872,"polar,large"
BDJSOPWXYLFTNW-UHFFFAOYSA-N,COCCC(=O)OC,0.8027,2.0,solvent_844,solute_15873,"polar,small"
KCCMPTAMMUQNSK-UHFFFAOYSA-N,COCCCCC=O,0.457393815,2.0,solvent_844,solute_15874,"polar,small"
XMIVRYNNGALYOJ-UHFFFAOYSA-N,COCCCN=C(N)CSS(=O)(=O)O,-0.354983975,2.0,solvent_844,solute_15875,"polar,small"
DDUIUBPJPOKOMV-UHFFFAOYSA-N,COCCCNc1nc(NC(C)C)nc(SC)n1,-2.9293333666666665,3.0,solvent_844,solute_15876,"polar,small"
XTIGGAHUZJWQMD-UHFFFAOYSA-N,COCCCl,-0.0725,2.0,solvent_844,solute_15877,"non-polar,small"
SCCDDNKJYDZXMM-UHFFFAOYSA-N,COCCN(C(=O)CCl)c1c(C)cccc1C,-2.088,2.0,solvent_844,solute_15878,"polar,small"
GDTZUQIYUMGJRT-UHFFFAOYSA-N,COCCNC(=O)CSP(=S)(OC)OC,-1.13560601,2.0,solvent_844,solute_15879,"polar,small"
XNWFRZJHXBZDAG-UHFFFAOYSA-N,COCCO,1.1188076715,2.0,solvent_844,solute_15880,"polar,small"
XTHFKEDIFFGKHM-UHFFFAOYSA-N,COCCOC,1.0450894085,2.0,solvent_844,solute_15881,"non-polar,small"
HSUIVCLOAAJSRE-UHFFFAOYSA-N,COCCOC(=O)c1ccccc1C(=O)OCCOC,-1.5213,2.0,solvent_844,solute_15882,"polar,small"
XLLIQLLCWZCATF-UHFFFAOYSA-N,COCCOC(C)=O,0.9276,2.0,solvent_844,solute_15883,"polar,small"
SBASXUCJHJRPEV-UHFFFAOYSA-N,COCCOCCO,0.9203,2.0,solvent_844,solute_15884,"polar,small"
SBZXBUIDTXKZTM-UHFFFAOYSA-N,COCCOCCOC,0.8747707373333333,3.0,solvent_844,solute_15885,"polar,small"
JLGLQAWTXXGVEM-UHFFFAOYSA-N,COCCOCCOCCO,0.7846134235,2.0,solvent_844,solute_15886,"polar,small"
SLZWEMYSYKOWCG-UHFFFAOYSA-N,COCCO[Si](CCCl)(OCCOC)OCCOC,-1.1029,2.0,solvent_844,solute_15887,"polar,large"
IUBSYMUCCVWXPE-UHFFFAOYSA-N,COCCc1ccc(OCC(O)CNC(C)C)cc1,-1.1992129855,2.0,solvent_844,solute_15889,"polar,small"
NTIBMIIYTKPBNR-UHFFFAOYSA-N,COCOC(=O)c1ccccc1O,-2.3,2.0,solvent_844,solute_15890,"polar,small"
ASHVULSQMDWKFO-UHFFFAOYSA-N,COCc1ccc(C=O)o1,-0.4991895715,2.0,solvent_844,solute_15891,"polar,small"
JXUMCVDPMJWGSI-UHFFFAOYSA-N,COCc1ccc([N+](=O)[O-])o1,-1.1549332125,2.0,solvent_844,solute_15892,"polar,small"
GQKZBCPTCWJTAS-UHFFFAOYSA-N,COCc1ccccc1,-1.6098216595,2.0,solvent_844,solute_15893,"non-polar,small"
NUPJIGQFXCQJBK-UHFFFAOYSA-N,COCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1,-1.84,2.0,solvent_844,solute_15894,"polar,large"
QTDRLOKFLJJHTG-UHFFFAOYSA-N,CON(C(=O)c1cc(C)oc1C)C1CCCCC1,-2.9215498075,2.0,solvent_844,solute_15895,"polar,small"
NLYNUTMZTCLNOO-UHFFFAOYSA-N,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,-3.921333366666667,3.0,solvent_844,solute_15896,"polar,small"
WLFDQEVORAMCIM-UHFFFAOYSA-N,CON(C)C(=O)Nc1ccc(Br)cc1,-2.8975,2.0,solvent_844,solute_15897,"polar,small"
ZOTBXTZVPHCKPN-ZPHPHTNESA-N,CON=C(C(=O)OC)c1ccccc1COc1ccccc1C,-5.1933378543333335,3.0,solvent_844,solute_15898,"polar,large"
USSIUIGPBLPCDF-KEBDBYFISA-N,CON=C(C)c1cccc(Oc2nc(OC)cc(OC)n2)c1C(=O)OC,-3.5058,3.0,solvent_844,solute_15899,"polar,large"
GRKZBWJKCYATKH-UHFFFAOYSA-N,COP(=O)(CCOC(C)=O)OC,-0.159025071,2.0,solvent_844,solute_15900,"polar,small"
YASYVMFAVPKPKE-VIFPVBQESA-N,COP(=O)(NC(C)=O)SC,0.5675000050000001,4.0,solvent_844,solute_15901,"polar,small"
NEVPGZLSKXATIM-UHFFFAOYSA-N,COP(=O)(OC)N(C)C,0.086815359,2.0,solvent_844,solute_15902,"polar,small"
WVLBCYQITXONBZ-UHFFFAOYSA-N,COP(=O)(OC)OC,0.5529999999999999,2.0,solvent_844,solute_15903,"polar,small"
UBCKGWBNUIFUST-BJMVGYQFSA-N,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,-4.5212,5.0,solvent_844,solute_15904,"polar,large"
QSGNQELHULIMSJ-POHAHGRESA-N,COP(=O)(OC)OC(=CCl)c1ccc(Cl)cc1Cl,-3.4066,2.0,solvent_844,solute_15905,"polar,large"
BUYMVQAILCEWRR-UHFFFAOYSA-N,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,-2.2798831646666664,3.0,solvent_844,solute_15906,"polar,large"
VEENJGZXVHKXNB-VOTSOKGWSA-N,COP(=O)(OC)OC(C)=CC(=O)N(C)C,0.625,2.0,solvent_844,solute_15907,"polar,small"
XXXSILNSXNPGKG-ZHACJKMWSA-N,COP(=O)(OC)OC(C)=CC(=O)OC(C)c1ccccc1,-2.497,2.0,solvent_844,solute_15908,"polar,large"
GBAWQJNHVWMTLU-UHFFFAOYSA-N,COP(=O)(OC)OC1=C(Cl)C2C=CCC12,-2.001,2.0,solvent_844,solute_15909,"polar,small"
BFESKOTYBVOOQX-UHFFFAOYSA-N,COP(=O)(OC)OC1=C(Cl)CC2C=CC12,-2.0565965225,2.0,solvent_844,solute_15910,"polar,small"
OEBRKCOSUFCWJD-UHFFFAOYSA-N,COP(=O)(OC)OC=C(Cl)Cl,-1.4088354369999998,3.0,solvent_844,solute_15911,"polar,small"
FOICLFXMGGCWBZ-UHFFFAOYSA-N,COP(=O)(OC)OP(=O)(OC(C)C)OC(C)C,-1.575063646,2.0,solvent_844,solute_15912,"polar,small"
VNKBTWQZTQIWDV-UHFFFAOYSA-N,COP(=O)(OC)SCn1c(=O)oc2cc(Cl)cnc21,-2.4700314260000003,2.0,solvent_844,solute_15913,"polar,large"
MAKUYRKZFGSMMG-UHFFFAOYSA-N,COP(=O)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,-4.99,2.0,solvent_844,solute_15914,"polar,large"
VOWPVJACXJNHBC-UHFFFAOYSA-N,COP(=O)(Oc1ccccc1)Oc1ccccc1,-2.121,2.0,solvent_844,solute_15915,"polar,small"
PJFGPJQBWSEWKX-UHFFFAOYSA-N,COP(=S)(NC(C)C)Oc1ccc(Cl)cc1Cl,-4.799,2.0,solvent_844,solute_15916,"polar,large"
OBZIQQJJIKNWNO-UHFFFAOYSA-N,COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,-5.4386762705,2.0,solvent_844,solute_15917,"polar,large"
SCKHCCSZFPSHGR-UHFFFAOYSA-N,COP(=S)(OC)Oc1ccc(C#N)cc1,-3.723,2.0,solvent_844,solute_15918,"polar,small"
WWJZWCUNLNYYAU-UHFFFAOYSA-N,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,-6.23849995,4.0,solvent_844,solute_15919,"polar,large"
NZNRRXXETLSZRO-UHFFFAOYSA-N,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1,-3.871822948,2.0,solvent_844,solute_15920,"polar,small"
AIKKULXCBHRFOS-UHFFFAOYSA-N,COP(=S)(OC)SCC(=O)N(C)C=O,-1.99884972925,4.0,solvent_844,solute_15921,"polar,small"
NXQDBZGWYSEGFL-UHFFFAOYSA-N,COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C,-4.43049995,4.0,solvent_844,solute_15922,"polar,large"
SPCNPOWOBZQWJK-UHFFFAOYSA-N,COP(=S)(OC)SCCSC(C)C,-3.429,2.0,solvent_844,solute_15923,"non-polar,small"
OUCCVXVYGFBXSV-UHFFFAOYSA-N,COP(=S)(OC)SCSc1ccc(Cl)cc1,-5.294,2.0,solvent_844,solute_15924,"non-polar,large"
SUYHYHLFUHHVJQ-UHFFFAOYSA-N,COP(=S)(OC)SCc1nc(N)nc(N)n1,-3.0695,2.0,solvent_844,solute_15925,"polar,small"
CJJOSEISRRTUQB-UHFFFAOYSA-N,COP(=S)(OC)SCn1nnc2ccccc2c1=O,-4.1106755800000006,2.0,solvent_844,solute_15926,"polar,large"
HUTQNWSTEVZUML-UHFFFAOYSA-N,COP(=S)(OC)SSP(=S)(OC)OC,-4.3981,2.0,solvent_844,solute_15927,"polar,large"
VONWDASPFIQPDY-UHFFFAOYSA-N,COP(C)(=O)OC,0.9061491075,2.0,solvent_844,solute_15928,"polar,small"
NNKVPIKMPCQWCG-UHFFFAOYSA-N,COP(N)(=O)SC,0.8501903289999999,2.0,solvent_844,solute_15929,"polar,small"
OUNSASXJZHBGAI-UHFFFAOYSA-N,COP1(=S)OCc2ccccc2O1,-3.571203804,2.0,solvent_844,solute_15930,"polar,small"
VAYGXNSJCAHWJZ-UHFFFAOYSA-N,COS(=O)(=O)OC,-0.6538301820000001,2.0,solvent_844,solute_15931,"polar,small"
CZXGXYBOQYQXQD-UHFFFAOYSA-N,COS(=O)(=O)c1ccccc1,-1.7418892765,2.0,solvent_844,solute_15932,"polar,small"
VPHWGVPHJXKPOK-UHFFFAOYSA-N,COc1c(C(=O)O)cc(C(=O)O)cc1C(=O)O,-1.5354,2.0,solvent_844,solute_15933,"polar,small"
