InChIKey,smiles_canon,LogS,occurence
UEXCJVNBTNXOEH-UHFFFAOYSA-N,C#Cc1ccccc1,-2.3501155055,2.0
PJANXHGTPQOBST-VAWYXSNFSA-N,C(=Cc1ccccc1)c1ccccc1,-5.7916521055,4.0
UMILHIMHKXVDGH-UHFFFAOYSA-N,C(COCCOCC1CO1)OCCOCC1CO1,0.581198398,2.0
KPVMGWQGPJULFL-UHFFFAOYSA-N,C1=C(N2CCCCC2)CCCC1,-2.460065682,2.0
SOPPBXUYQGUQHE-JTQLQIEISA-N,C1=CCC(c2cccnc2)NC1,0.7952916365,2.0
ZSWFCLXCOIISFI-UHFFFAOYSA-N,C1=CCC=C1,-1.7763462735,2.0
ZXIJMRYMVAMXQP-UHFFFAOYSA-N,C1=CCCCCC1,-3.174498593666667,3.0
AWAPQLQRGOLHTD-UHFFFAOYSA-N,C1CCC2(CC1)OCCS2,-2.898338422,2.0
NNBZCPXTIHJBJL-UHFFFAOYSA-N,C1CCC2CCCCC2C1,-5.191258681333333,3.0
POTIYWUALSJREP-BDAKNGLRSA-N,C1CCC2NCCCC2C1,-1.083033087,2.0
FAEFMMUOKVKFBE-UHFFFAOYSA-N,C1CCN(SSN2CCCCC2)CC1,-2.341347657,2.0
NOWKCMXCCJGMRR-UHFFFAOYSA-N,C1CN1,1.365812564,2.0
PXZAWHSJYIECNQ-UHFFFAOYSA-N,C1CN1P1(N2CC2)=NP(N2CC2)(N2CC2)=NP(N2CC2)(N2CC2)=N1,-3.754399482,2.0
IUCJMVBFZDHPDX-UHFFFAOYSA-N,C1CN1c1nc(N2CC2)nc(N2CC2)n1,0.2919223795,2.0
IMNIMPAHZVJRPE-UHFFFAOYSA-N,C1CN2CCN1CC2,0.603148539,2.0
NKPKVNRBHXOADG-UHFFFAOYSA-N,C1CN2CCOB(O1)OCC2,0.804166742,2.0
MDAXKAUIABOHTD-UHFFFAOYSA-N,C1CNCCNCCCNCCNC1,0.698254009,2.0
IAYPIBMASNFSPL-UHFFFAOYSA-N,C1CO1,1.3560270435000001,2.0
AHHWIHXENZJRFG-UHFFFAOYSA-N,C1COC1,1.2359866959999999,2.0
YVSCOIUNVKGTND-UHFFFAOYSA-N,C1COC2(C1)CCCO2,-0.10779206366666667,3.0
RYHBNJHYFVUHQT-UHFFFAOYSA-N,C1COCCO1,1.0549873994999999,2.0
NLMDJJTUQPXZFG-UHFFFAOYSA-N,C1COCCOCCNCCOCCOCCN1,0.581118915,2.0
WNXJIVFYUVYPPR-UHFFFAOYSA-N,C1COCO1,1.13,2.0
LOZWAPSEEHRYPG-UHFFFAOYSA-N,C1CSCCS1,-1.6029,2.0
IMLSAISZLJGWPP-UHFFFAOYSA-N,C1CSCS1,-1.259344091,2.0
WQADWIOXOXRPLN-UHFFFAOYSA-N,C1CSCSC1,-2.041782984,2.0
RRIGVQQUVAETIG-UHFFFAOYSA-N,C1NNCN2CNNCN12,-0.0128,2.0
ZFIVKAOQEXOYFY-UHFFFAOYSA-N,C1OC1C1CO1,1.0650094584,5.0
BGJSXRVXTHVRSN-UHFFFAOYSA-N,C1OCOCO1,0.2892048355,2.0
VQTUBCCKSQIDNK-UHFFFAOYSA-N,C=C(C)C,-2.3293614733333334,3.0
GYCMBHHDWRMZGG-UHFFFAOYSA-N,C=C(C)C#N,-0.4219120375,2.0
SDJHPPZKZZWAKF-UHFFFAOYSA-N,C=C(C)C(=C)C,-2.400463356,3.0
VOUGEZYPVGAPBB-XQRVVYSFSA-N,C=C(C)C(=O)C(=CC(=O)O)OC,-0.9298635643333334,3.0
SJMYWORNLPSJQO-UHFFFAOYSA-N,C=C(C)C(=O)OC(C)(C)C,-2.152931028,3.0
SUPCQIBBMFXVTL-UHFFFAOYSA-N,C=C(C)C(=O)OCC,-1.3454541336666666,3.0
RUMACXVDVNRZJZ-UHFFFAOYSA-N,C=C(C)C(=O)OCC(C)C,-2.1862506246666666,3.0
OKKRPWIIYQTPQF-UHFFFAOYSA-N,C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C,-4.3208671485,2.0
VOZRXNHHFUQHIL-UHFFFAOYSA-N,C=C(C)C(=O)OCC1CO1,-0.6945324310000001,2.0
SOGAXMICEFXMKE-UHFFFAOYSA-N,C=C(C)C(=O)OCCCC,-2.365466865666667,3.0
BEWCNXNIQCLWHP-UHFFFAOYSA-N,C=C(C)C(=O)OCCNC(C)(C)C,-1.35824204,2.0
WOBHKFSMXKNTIM-UHFFFAOYSA-N,C=C(C)C(=O)OCCO,-0.11427721633333333,3.0
HWSSEYVMGDIFMH-UHFFFAOYSA-N,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,-1.9007821765,2.0
PAQSTZTUDSARQK-UHFFFAOYSA-N,C=C(C)C(Br)OCC(O)CO,-1.284154904,2.0
CKDMBDPJWHDRFQ-UHFFFAOYSA-N,C=C(C)C([O-])=N[N+](C)(C)CC(C)O,0.72989206,2.0
DWCJGLPGZULWPZ-GEETXFABSA-N,C=C(C)C1(O)C2OC(=O)C1C1(O)C3OC3C3(CO3)C1(C)C2O,-1.42,2.0
CCAZWUJBLXKBAY-ULZPOIKGSA-N,C=C(C)C1C2OC(=O)C1C1(O)C3OC3C3(CO3)C1(C)C2O,-1.19,2.0
VJKUPQSHOVKBCO-ZTYBEOBUSA-N,C=C(C)C1C2OC(=O)C1C1(O)CC3OC34C(=O)OC2C14C.CC(C)(O)C1C2OC(=O)C1C1(O)CC3OC34C(=O)OC2C14C,-2.167218668,2.0
WKZWTZTZWGWEGE-UHFFFAOYSA-N,C=C(C)C1CCC(C)(O)C(O)C1,-0.23109356050000002,2.0
MQYXUWHLBZFQQO-QGTGJCAVSA-N,C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,-10.844816215,2.0
STNJBCKSHOAVAJ-UHFFFAOYSA-N,C=C(C)C=O,-0.09284302800000001,2.0
MHNNAWXXUZQSNM-UHFFFAOYSA-N,C=C(C)CC,-2.731340803,3.0
WWUVJRULCWHUSA-UHFFFAOYSA-N,C=C(C)CCC,-3.032003708,3.0
OHXAOPZTJOUYKM-UHFFFAOYSA-N,C=C(C)CCl,-1.8107802094999998,2.0
PTFJIKYUEPWBMS-UHFFFAOYSA-N,C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-6.14649997475,4.0
RJQFSZABCNPBQY-UHFFFAOYSA-N,C=C(C)CNC(=O)OCC(C)(CCC)COC(N)=O,-3.613605878,2.0
MMJRNJZURLUGLO-UHFFFAOYSA-N,C=C(C)CNC(=O)OCC(C)(CO)CCC,-3.196089096,2.0
BYDRTKVGBRTTIT-UHFFFAOYSA-N,C=C(C)CO,0.429803117,2.0
HALWGCIWQTXDID-UHFFFAOYSA-N,C=C(C)COCC(O)CO,-0.478269514,2.0
FXNYSZHYMGWWEZ-UHFFFAOYSA-N,C=C(C)Cn1c(N)cc(=O)n(C)c1=O,-0.9894995873333334,3.0
YOWQWFMSQCOSBA-UHFFFAOYSA-N,C=C(C)OC,1.142002252,2.0
XYLMUPLGERFSHI-UHFFFAOYSA-N,C=C(C)c1ccccc1,-3.008042998,2.0
LVHBHZANLOWSRM-UHFFFAOYSA-N,C=C(CC(=O)O)C(=O)O,-0.22734435899999997,3.0
JNHUFDXYWPRKLK-UHFFFAOYSA-N,C=C(CC(Cl)(Cl)Cl)c1ccccc1,-4.282,2.0
YBXYCBGDIALKAK-UHFFFAOYSA-N,C=C(Cl)C(N)=O,-0.2104,2.0
FALCMQXTWHPRIH-UHFFFAOYSA-N,C=C(Cl)CCl,-1.712883563,2.0
DVMKENULKFKEFR-UHFFFAOYSA-N,C=C(NC(C)=O)C(=O)CCC(N)=O,0.734722139,2.0
ZMYIIHDQURVDRB-UHFFFAOYSA-N,C=C(c1ccccc1)c1ccccc1,-4.436,2.0
GMRQFYUYWCNGIN-NKMMMXOESA-N,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O,-8.724897604,2.0
OFHCOWSQAMBJIW-AVJTYSNKSA-N,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)C)CC(O)CC1O,-10.328598629999998,2.0
ILFPCMXTASDZKM-YFKPBYRVSA-N,C=C1C(=O)CCC1C(=O)O,0.408417543,2.0
VOOFFTMORIBISQ-UMRVURNHSA-N,C=C1C(=O)OC2C=C(CO)CCC=C(C)CC(OC(=O)C(C)CO)C12,-2.2435825826666664,3.0
WBBVXGHSWZIJST-RLQYZCPESA-N,C=C1C(O)C2(O)OCC34C(CC5C(C)=CC(=O)C(O)C5(C)C23)OC(=O)CC14,-2.154051457,2.0
CRPUJAZIXJMDBK-UHFFFAOYSA-N,C=C1C2CCC(C2)C1(C)C,-4.4707734015,2.0
RNYZJZKPGHQTJR-UHFFFAOYSA-N,C=C1C=CC(=O)O1,-0.9828390965,2.0
MECHNRXZTMCUDQ-VLOQVYPSSA-N,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,-3.8994476729999996,3.0
FCKJYANJHNLEEP-SRLFHJKTSA-N,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCC(O)C(C)(C)O,-8.7310263745,2.0
BOPIMTNSYWYZOC-VNHYZAJKSA-N,C=C1CCCC2(C)CCC(C(C)(C)O)CC12,-4.484352554,2.0
GSLDEZOOOSBFGP-UHFFFAOYSA-N,C=C1CCOC1=O,0.184211126,2.0
WOUDXEYYJPOSNE-VKZDFBPFSA-N,C=C1CCOC2(C(O)C(C)(O)CO)NC(=O)C1(O)NC2=O,-0.19711167766666668,3.0
GLFJCEVWKWQSJP-ISFNZQQKSA-N,C=C1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(=O)C(=C(N)O)C(=O)C(N(C)C)C3C(O)C12,-1.7679488079999999,2.0
INLLPKCGLOXCIV-UHFFFAOYSA-N,C=CBr,-1.275,2.0
UAHWPYUMFXYFJY-UHFFFAOYSA-N,C=CC(=C)CCC=C(C)C,-4.459172322000001,2.0
CNCOEDDPFOAUMB-UHFFFAOYSA-N,C=CC(=O)NCO,0.8101,2.0
NIXOWILDQLNWCW-UHFFFAOYSA-N,C=CC(=O)O,1.142302871,2.0
GWZMWHWAWHPNHN-UHFFFAOYSA-N,C=CC(=O)OCC(C)O,0.885794599,2.0
GOXQRTZXKQZDDN-UHFFFAOYSA-N,C=CC(=O)OCC(CC)CCCC,-3.265489102,2.0
CQEYYJKEWSMYFG-UHFFFAOYSA-N,C=CC(=O)OCCCC,-1.8068781944999999,2.0
OMIGHNLMNHATMP-UHFFFAOYSA-N,C=CC(=O)OCCO,0.9350464865000001,2.0
YDNLKBDXQCHOTH-UHFFFAOYSA-N,C=CC(=O)Oc1c(Br)cc(Cl)c2cccnc12,-4.717,2.0
WHTRVMDSXBPLMD-UHFFFAOYSA-N,C=CC(Br)OCC(O)CO,-0.713735462,2.0
HNVRRHSXBLFLIG-UHFFFAOYSA-N,C=CC(C)(C)O,1.0648227765,2.0
HFYAEUXHCMTPOL-UHFFFAOYSA-N,C=CC(C)(O)CC,-0.767702541,2.0
YHQXBTXEYZIYOV-UHFFFAOYSA-N,C=CC(C)C,-2.731340803,3.0
CGFFKDRVHZIQHL-UHFFFAOYSA-N,C=CC(C)NC(=S)NNC(=S)NC,-1.365537735,2.0
XVEASTGLHPVZNA-UHFFFAOYSA-N,C=CC(Cl)CCl,-2.4736803615,2.0
FBIVTBYHXAWRQD-UHFFFAOYSA-N,C=CC(O)(C#CCl)CC,-1.118769631,2.0
HMCVHEYVNMVFDP-UHFFFAOYSA-N,C=CC(O)C(=O)OCC,0.362705226,2.0
SZKVYEHTIWILMA-UHFFFAOYSA-N,C=CC(O)C(C)C,-0.5149864445000001,2.0
VHVMXWZXFBOANQ-UHFFFAOYSA-N,C=CC(O)CC,0.019785172,2.0
BVOSSZSHBZQJOI-UHFFFAOYSA-N,C=CC(O)CCC,-0.59599999,3.0
TXECTBGVEUDNSL-UHFFFAOYSA-N,C=CC(OC(C)=O)OC(C)=O,-1.2449,2.0
ZRZNJUXESFHSIO-JKZASVEESA-N,C=CC1(C)CC(OC(=O)CO)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,-4.647330882,2.0
UURAUHCOJAIIRQ-QGLSALSOSA-N,C=CC1(C)CC(OC(=O)CSCCN(CC)CC)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,-5.851082475,2.0
OPFTUNCRGUEPRZ-QLFBSQMISA-N,C=CC1(C)CCC(C(=C)C)CC1C(=C)C,-7.242203637,2.0
FSCWZHGZWWDELK-LBPRGKRZSA-N,C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,-4.956643667,4.0
ZXKHOVDDJMJXQP-UHFFFAOYSA-N,C=CC1(O)CCCCC1,-1.701382192,2.0
BPYKTIZUTYGOLE-IFADSCNNSA-N,C=CC1=C(C)C(=Cc2[nH]c(Cc3[nH]c(C=C4NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)NC1=O,-4.8126820786666675,3.0
BBDKZWKEPDTENS-UHFFFAOYSA-N,C=CC1CC=CCC1,-3.3350884865,2.0
SRFCUPVBYYAMIL-UHFFFAOYSA-N,C=CC1CN2CCC1CC2C(=O)c1ccnc2ccc(OC)cc12,-5.0311436245,2.0
AKYHKWQPZHDOBW-UHFFFAOYSA-N,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12.O=S(=O)(O)O,-1.5985166515,2.0
WBBHOISPYYYBTC-IDJJGHEZSA-N,C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12.C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12.O=S(=O)(O)O,-3.115062656,2.0
STSRVFAXSLNLLI-ARJAWSKDSA-N,C=CC=CC#N,-0.722092612,2.0
ROVGZAWFACYCSP-VUMXUWRFSA-N,C=CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,-6.2154762465,2.0
VXNZUUAINFGPBY-UHFFFAOYSA-N,C=CCC,-2.094882698333333,3.0
KSUUMAWCGDNLFK-UHFFFAOYSA-N,C=CCC(C(=O)NC(N)=O)C(C)C,-2.74693440325,4.0
AXYPOSIIISLXQT-UHFFFAOYSA-N,C=CCC(CC)(COC(N)=O)COC(N)=O,-2.021781949,2.0
LVJAHKSVOQLCEV-UHFFFAOYSA-N,C=CCC1(C(=O)NC(N)=O)CC(C)OC1=O,-2.350232642,2.0
BJVVMKUXKQHWJK-UHFFFAOYSA-N,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,-2.0380286290000003,4.0
GCOXVMRWVAFFEE-UHFFFAOYSA-N,C=CCC1(C(C)CC)C(=O)NC(=S)NC1=O,-3.290886611,2.0
KQPKPCNLIDLUMF-UHFFFAOYSA-N,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,-2.428184365,4.0
WMSQREUDUHHDDC-UHFFFAOYSA-N,C=CCC1(C)C(=O)NC(=O)NC1=O,-1.16,3.0
PXLVRFQEBVNJOH-UHFFFAOYSA-N,C=CCC1(C2C=CCCC2)C(=O)NC(=S)NC1=O,-4.53511342,2.0
UZVHFVZFNXBMQJ-UHFFFAOYSA-N,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,-2.1198617013333334,3.0
QPADNTZLUBYNEN-UHFFFAOYSA-N,C=CCC1(CC)C(=O)NC(=O)NC1=O,-1.6361666666666668,3.0
MCTNRBUJWLUDJG-UHFFFAOYSA-N,C=CCC1(CC=C)C(=O)N(C)C(=O)N(C)C1=O,-2.406799433,2.0
RRWVWLGUQPLOMY-UHFFFAOYSA-N,C=CCC1(CCCC)C(=O)NC(=O)NC1=O,-2.1708874355,2.0
ZCVAOQKBXKSDMS-UHFFFAOYSA-N,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,-4.8178763385,2.0
DMAYBPBPEUFIHJ-UHFFFAOYSA-N,C=CCCBr,-2.247707578,2.0
GEAWFZNTIFJMHR-UHFFFAOYSA-N,C=CCCCC=C,-3.33979347,2.0
ZGEGCLOFRBLKSE-UHFFFAOYSA-N,C=CCCCCC,-3.730998968,4.0
AFFLGGQVNFXPEV-UHFFFAOYSA-N,C=CCCCCCCCC,-5.45054753525,4.0
DBISBKDNOKIADM-UHFFFAOYSA-N,C=CCCCN=C=S,-2.9004,2.0
LQAVWYMTUMSFBE-UHFFFAOYSA-N,C=CCCCO,-0.169426534,3.0
WBTYBAGIHOISOQ-UHFFFAOYSA-N,C=CCCCOC(=O)C(CC)N(Cc1ccco1)C(=O)n1ccnc1,-2.8919,2.0
SKIHGKNFJKJXPX-UHFFFAOYSA-N,C=CCCN=C=S,-2.391,2.0
VVJKKWFAADXIJK-UHFFFAOYSA-N,C=CCN,1.243181946,2.0
MDBGGTQNNUOQRC-UHFFFAOYSA-N,C=CCN(CC=C)C(=O)CCl,-0.945,2.0
KIBXYDHXHWRNTP-UHFFFAOYSA-N,C=CCN(CC=C)C(=O)COC(=O)c1ccccc1,-2.5612804579999997,2.0
VPYJNCGUESNPMV-UHFFFAOYSA-N,C=CCN(CC=C)CC=C,-1.7395045275,2.0
FBEHFRAORPEGFH-UHFFFAOYSA-N,C=CCN(CC=C)c1c(C)cc(OC(=O)NC)cc1C,-3.5932,2.0
WUAQCCUTLFMZFP-UHFFFAOYSA-N,C=CCN(CCC#N)c1cc(NC(C)=O)c(N=Nc2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1OC,-8.899999985000001,2.0
ISDBSWZMAMHJRR-UHFFFAOYSA-N,C=CCN(CCCl)CCCl,-1.549318207,2.0
UVUYSPTYWQXNLX-UHFFFAOYSA-N,C=CCN1C(=O)CNC1=S,-0.875626036,2.0
XWZXRENCCHMZNF-UHFFFAOYSA-N,C=CCN1C(=O)OC(C)C1=O,-0.737594785,2.0
INPYZYGYRQOSMA-UHFFFAOYSA-N,C=CCN1CC2CCC(C1)N2C(=O)CC,-1.71017364,2.0
FWMLYVACGDQRFU-ZTMWJVNESA-N,C=CCN1CCC23CCCCC2C1Cc1ccc(O)cc13.O=C(O)C(O)C(O)C(=O)O,-2.835586404,2.0
ZOJBYZNEUISWFT-UHFFFAOYSA-N,C=CCN=C=S,-1.6951313615,2.0
GCLBGKOMNXDAFZ-VAWYXSNFSA-N,C=CCNC(=O)C(C)=C(C)C1CCCCC1,-3.528215303,2.0
GCLBGKOMNXDAFZ-QXMHVHEDSA-N,C=CCNC(=O)C(C)=C(C)c1ccccc1,-3.528215303,2.0
ZAWPDPLWGKAAHU-UHFFFAOYSA-N,C=CCNC(=O)CN(CC=C)C(=O)C(Cl)Cl,-1.0397,2.0
UDVZFCGWSYNODA-UHFFFAOYSA-N,C=CCNC(=O)OCC(C)(CCC)COC(N)=O,-3.042938795,2.0
ATCGDUNXIDLZOF-UHFFFAOYSA-N,C=CCNC(=O)OCC(C)(CCCC)COC(N)=O,-3.565301198,2.0
UFNQVVBSSBHLEA-UHFFFAOYSA-N,C=CCNC(=O)OCC(C)(COC(N)=O)C(C)C,-2.980790889,2.0
YLYGPLGSAOZVSS-UHFFFAOYSA-N,C=CCNC(=O)OCC(C)(COC(N)=O)C(C)CC,-3.502645642,2.0
DWDXRBSFDKWBHA-UHFFFAOYSA-N,C=CCNC(=O)OCC(CC)(CC)COC(N)=O,-3.042938795,2.0
VUVPNTYTOUGMDG-UHFFFAOYSA-N,C=CCNC(=S)NCCO,-0.942306295,2.0
DYUWTXWIYMHBQS-UHFFFAOYSA-N,C=CCNCC=C,-0.0529945275,2.0
XXROGKLTLUQVRX-UHFFFAOYSA-N,C=CCO,1.2359866959999999,2.0
CPKMYVLHYLGADM-UHFFFAOYSA-N,C=CCOC(=O)C(C)OC(=O)C(C)O,-0.6826,2.0
FWZUNOYOVVKUNF-UHFFFAOYSA-N,C=CCOC(C)=O,-0.553381405,2.0
IGDCJKDZZUALAO-UHFFFAOYSA-N,C=CCOC(CO)CO,0.4809799805,2.0
PZBPKYOVPCNPJY-UHFFFAOYSA-N,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,-3.2185024280000003,3.0
WHHIPMZEDGBUCC-UHFFFAOYSA-N,C=CCOC1=NS(=O)(=O)c2ccccc21,-3.1726962135,2.0
YOHMQBXKTUQPDM-UHFFFAOYSA-N,C=CCOCC(COC(C)=O)OC(C)=O,-1.548880763,2.0
LSWYGACWGAICNM-UHFFFAOYSA-N,C=CCOCC1CO1,0.092,2.0
ATVJXMYDOSMEPO-UHFFFAOYSA-N,C=CCOCC=C,-0.0203072275,2.0
YSRMRWIQPVDQBV-UHFFFAOYSA-N,C=CCOP(=O)(OCC=C)c1ccccc1,-2.8999,2.0
ARHWPKZXBHOEEE-UHFFFAOYSA-N,C=CCOc1ccc(CC(=O)O)cc1Cl,-3.1300000000000003,3.0
FZEIWORKISALCO-UHFFFAOYSA-N,C=CCOc1ccccc1C(N)=O,-2.227285396333333,3.0
NQEAWPKKPXTLGE-UHFFFAOYSA-N,C=CCSC(C)(C)C(N)=O,-1.466472333,2.0
DYAWASAZUYPBDU-UHFFFAOYSA-N,C=CCSC(CC)(CC)C(N)=O,-2.509112079,2.0
FHEHIXJLCWUPCZ-UHFFFAOYSA-N,C=CCc1ccc(O)c(O)c1,-0.7786860455,2.0
ZYEMGPIYFIJGTP-UHFFFAOYSA-N,C=CCc1ccc(OC)c(OC)c1,-2.4128572975,2.0
PAZJSJFMUHDSTF-UHFFFAOYSA-N,C=CCc1ccccc1OCC(O)CNC(C)C,-2.6443351255,2.0
XUCNUKMRBVNAPB-UHFFFAOYSA-N,C=CF,-0.276,2.0
AWZVYNHQGTZJIH-UHFFFAOYSA-N,C=CN(C)N=O,-0.4578657265,2.0
QMTWOKBKQQYFPK-UHFFFAOYSA-N,C=CNC(=O)OCC(C)(CCC)COC(N)=O,-2.522211407,2.0
XJRBAMWJDBPFIM-UHFFFAOYSA-N,C=COC,-0.5879176745,2.0
AFSIMBWBBOJPJG-UHFFFAOYSA-N,C=COC(=O)CCCCCCCCCCCCCCCCC,-6.15,2.0
XTXRWKRVRITETP-UHFFFAOYSA-N,C=COC(C)=O,-0.633961356,2.0
XRCVFFQSIMHODB-UHFFFAOYSA-N,C=COC1CC1,-1.100061401,2.0
QYKIQEUNHZKYBP-UHFFFAOYSA-N,C=COC=C,-1.0601552183333334,3.0
OZCMOJQQLBXBKI-UHFFFAOYSA-N,C=COCC(C)C,-1.5235865305,2.0
DLEGDLSLRSOURQ-UHFFFAOYSA-N,C=COCC(F)(F)F,-1.4782160885,2.0
UZKWTJUDCOPSNM-UHFFFAOYSA-N,C=COCCCC,-1.5237865305,2.0
DNJRKFKAFWSXSE-UHFFFAOYSA-N,C=COCCCl,-2.3951,2.0
YRLXBWHNSONKOH-UHFFFAOYSA-N,C=CS(=O)(=O)Nc1ccccc1,-1.499584294,2.0
JLBJTVDPSNHSKJ-UHFFFAOYSA-N,C=Cc1ccc(C)cc1,-3.1230769895000003,2.0
JZHGRUMIRATHIU-UHFFFAOYSA-N,C=Cc1cccc(C)c1,-3.123,2.0
KGIGUEBEKRSTEW-UHFFFAOYSA-N,C=Cc1ccccn1,-0.5824176395,2.0
KFDVPJUYSDEJTH-UHFFFAOYSA-N,C=Cc1ccncc1,-0.557887492,2.0
FUZUXFGUZUHTCB-UHFFFAOYSA-N,C=NN1C(C)(C)CCCC1(C)C,-3.661376762,2.0
SQDFHQJTAWCFIB-UHFFFAOYSA-N,C=NO,0.5768252700000001,2.0
WSFSSNUMVMOOMR-UHFFFAOYSA-N,C=O,1.1227523295,2.0
GZUXJHMPEANEGY-UHFFFAOYSA-N,CBr,-0.7938685529999999,3.0
AMSFEMSYKQQCHL-UHFFFAOYSA-N,CC#CCCCC,-2.7695978840000004,2.0
CIFWZNRJIBNXRE-UHFFFAOYSA-N,CC#Cc1cc(C)nc(Nc2ccccc2)n1,-4.72875,2.0
WVRIPRILKKOIQL-BQYQJAHWSA-N,CC(=CC(=O)O)C1CCCCC1,-3.26592407,2.0
YYWZDZMCXPSGDF-NSCUHMNNSA-N,CC(=CN=O)NO,-0.3462,2.0
WCXDHFDTOYPNIE-UHFFFAOYSA-N,CC(=NC#N)N(C)Cc1ccc(Cl)nc1,-1.7222159609999999,2.0
ZGGPNDKKJIWQJU-WDZFZDKYSA-N,CC(=NNC(=O)c1ccncc1)C(=O)O,-3.316366694,2.0
GOWLARCWZRESHU-UHFFFAOYSA-N,CC(=NNc1nc(C)cc(C)n1)c1ccccc1C,-3.1972666666666663,3.0
YQHWURFNAULYNW-MDZDMXLPSA-N,CC(=O)C(=NO)c1ccccc1,-2.367575710666667,3.0
VOKLUGVCKPXDJE-UHFFFAOYSA-N,CC(=O)C(=O)Nc1ccccc1,-1.3675844444999998,2.0
LCTONWCANYUPML-UHFFFAOYSA-N,CC(=O)C(=O)O,1.0552106595,2.0
BVQVLAIMHVDZEL-UHFFFAOYSA-N,CC(=O)C(=O)c1ccccc1,-1.7557788105,2.0
YWWBVUKXYSHFSO-UHFFFAOYSA-N,CC(=O)C(C(C)=O)C(O)(C(F)(F)F)C(F)(F)F,-1.234776839,2.0
PJGSXYOJTGTZAV-UHFFFAOYSA-N,CC(=O)C(C)(C)C,-0.72098518625,4.0
JRJBVWJSTHECJK-LUAWRHEFSA-N,CC(=O)C(C)=CC1C(C)=CCCC1(C)C,-3.9095347289999998,2.0
FSEUPUDHEBLWJY-HWKANZROSA-N,CC(=O)C(C)=NO,-1.774834948,2.0
QSJXEFYPDANLFS-UHFFFAOYSA-N,CC(=O)C(C)=O,0.36603864399999997,2.0
SYBYTAAJFKOIEJ-UHFFFAOYSA-N,CC(=O)C(C)C,-0.14199995625,4.0
ROWKJAVDOGWPAT-UHFFFAOYSA-N,CC(=O)C(C)O,1.0549873994999999,2.0
XLMPYCGSRHSSSX-UHFFFAOYSA-N,CC(=O)C(C)S,-0.070296435,2.0
MQUWXOWAAZHBSG-UHFFFAOYSA-N,CC(=O)C1(C)CO1,0.3797,2.0
CZFIROOFEBLGGD-UHFFFAOYSA-N,CC(=O)C1(C)SCCS1,-1.839156992,2.0
LKQDFQLSEHWIRK-UKBVDAKRSA-N,CC(=O)C1(O)CCC2C3CCC4CC(O)CCC4(C)C3CCC21C,-4.880943446,2.0
SIZDUQQDBXJXLQ-UHFFFAOYSA-N,CC(=O)C1CC(CC(=O)O)C1(C)C,-0.5751880295,2.0
GZENKSODFLBBHQ-ILSZZQPISA-N,CC(=O)C1CCC2C3CC(C)C4=CC(=O)CCC4(C)C3C(O)CC12C,-3.618471258,2.0
HHUZGDMRRLQZIQ-PXWUZWBYSA-N,CC(=O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,-4.066514225,2.0
BFZHCUBIASXHPK-ODYOLWGQSA-N,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C,-3.820054012,3.0
AHRWWYGWQKBKBF-PCHYHQBZSA-N,CC(=O)C1CCC2C3CCC4CC(=O)CCC4(C)C3C(=O)CC12C,-3.418758854,2.0
XMRPGKVKISIQBV-BJMCWZGWSA-N,CC(=O)C1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C,-5.235535294,2.0
DUHUCHOQIDJXAT-CSXWOMMHSA-N,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12C,-3.915389399,2.0
NFVCQZNBRFPYOP-WDDOJFKXSA-N,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(O)CC12C,-4.066514225,2.0
