,InChIKey,SMILES,LogS
6055,XFUAUNXVZYEABH-UHFFFAOYSA-N,OC1c2ccccc2CCc2c1cncc2.Cl,-2.247836542
6056,OVGORFFCBUIFIA-UHFFFAOYSA-N,CCCCC(c1ccccc1)O,-2.246503763
6057,RBZIGQJSMCOHSS-UHFFFAOYSA-N,OC(=O)C(CC(=O)O)(CC(=O)O)O.CCN(CCc1onc(n1)c1ccccc1)CC,-2.246475757
6058,YXVCLPJQTZXJLH-UHFFFAOYSA-N,Cc1ncc(c(n1)N)C[n+]1csc(c1C)CCOP(=O)(OP(=O)(O)O)O.[Cl-],-2.246338188
6059,STHZIWWZUMRBQV-UHFFFAOYSA-N,CCN(C(=O)c1nnn(c1C)c1ccc(cc1)N)CC.Cl,-2.245565942
6060,KFUSXMDYOPXKKT-UHFFFAOYSA-N,Cc1ccccc1OCC1CO1,-2.244572095
6061,ZBJWWKFMHOAPNS-UHFFFAOYSA-N,Ic1cc(c2c(c1O)nccc2)S(=O)(=O)O,-2.244418163
6062,VOOFFTMORIBISQ-UMRVURNHSA-N,OC/C/1=C\[C@H]2OC(=O)C(=C)[C@@H]2[C@H](C/C(=C/CC1)/C)OC(=O)C(CO)C,-2.243547748
6063,FBOZXECLQNJBKD-ZDUSSCGKSA-N,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)N(Cc1cnc2c(n1)c(N)nc(n2)N)C,-2.242509883
6064,FBOZXECLQNJBKD-CYBMUJFWSA-N,OC(=O)CC[C@H](C(=O)O)NC(=O)c1ccc(cc1)N(Cc1cnc2c(n1)c(N)nc(n2)N)C,-2.242509883
6065,FBOZXECLQNJBKD-UHFFFAOYSA-N,OC(=O)CCC(C(=O)O)NC(=O)c1ccc(cc1)N(Cc1cnc2c(n1)c(N)nc(n2)N)C,-2.242509883
6066,LJAQABDSIONCIU-QALYCTJVSA-N,Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)NCC1.Br,-2.241383099
6067,IANQTJSKSUMEQM-UHFFFAOYSA-N,c1ccc2c(c1)occ2,-2.241148892
6068,JAUBBHIDNRDRIK-UHFFFAOYSA-N,SC/C(=N\CC12CC3CC(C2)CC(C1)C3)/N.Cl,-2.24044025
6069,LLAFVHXEICRNDX-UHFFFAOYSA-L,c1cc[n+](cc1)CCC[n+]1ccc2c(c1)cccc2.[Br-].[Br-],-2.240033911
6070,CJHXCRMKMMBYJQ-UHFFFAOYSA-N,CCCCc1c(C)nc(nc1O)N(C)C,-2.24
6071,ADVGKWPZRIDURE-UHFFFAOYSA-N,CC(=O)Nc1ccccc1O,-2.24
6072,YZMCKZRAOLZXAZ-UHFFFAOYSA-N,Nc1ccc(cc1)S(=O)(=O)Nc1cc(C)nc(n1)C,-2.24
6073,XYWDPYKBIRQXQS-UHFFFAOYSA-N,CC(SC(C)C)C,-2.24
6074,MFPLUSZGRGRXTL-JOZOFPPJSA-N,O=C(CN1CCNCC1)N/N=C/c1ccc(o1)[N+](=O)[O-].Cl.Cl,-2.239603663
6075,CEJGGHKJHDHLAZ-UHFFFAOYSA-M,CCC(C(c1ccccc1)C(=O)OCC[N+](CC)(CC)C)C.[Br-],-2.239092696
6076,IATZQORMMQOVAJ-UHFFFAOYSA-N,CCOC(=O)N(P(=O)(N1CC1)N1CC1)OC(=O)C,-2.238699892
6077,OAPDPORYXWQVJE-UHFFFAOYSA-N,CCCc1ccc(cc1)N,-2.237913179
6078,WPXOLBJHNULPQA-UHFFFAOYSA-N,CCCC(=O)c1ccccc1OCC(CO)O,-2.237213973
6079,OJSIHOCBTHOQJA-UHFFFAOYSA-N,CCCC(=O)c1ccc(cc1)OCC(CO)O,-2.237213973
6080,LMRGURFWGRDIIQ-UHFFFAOYSA-N,O=C(CN1CCCC1)NCc1ccccc1,-2.23662003
6081,MXUNKHLAEDCYJL-UHFFFAOYSA-N,OCC1OC(=O)N(C1)c1cccc(c1)C,-2.236546064
6082,GMHKMTDVRCWUDX-UHFFFAOYSA-N,CCC1(NC(=O)N(C1=O)C)c1ccccc1,-2.236189577
6083,ZDYMIDKNTKMLQP-UHFFFAOYSA-N,O=C(c1ccccc1O)CCNCc1ccccc1.Cl,-2.234599141
6084,HOBWAPHTEJGALG-JKCMADFCSA-N,OS(=O)(=O)O.OCC(c1ccccc1)C(=O)OC1C[C@@H]2CC[C@H](C1)N2C.OCC(c1ccccc1)C(=O)OC1C[C@@H]2CC[C@H](C1)N2C,-2.234537574
6085,DGMPVYSXXIOGJY-UHFFFAOYSA-N,CCCCc1ccc(nc1)C(=O)O,-2.232194726
6086,YIKHDPHTFYWYJV-GQCTYLIASA-N,COc1cc(OC)ccc1/C=C/C(=O)O,-2.232148011
6087,YTIJUXVIZLYQTB-UHFFFAOYSA-N,[O-]S(=O)(=O)[O-].C/N=C(/NCc1ccccc1)\[NH2+]C.C/N=C(/NCc1ccccc1)\[NH2+]C,-2.230807973
6088,WHKUVVPPKQRRBV-UHFFFAOYSA-N,OC(=O)COc1ccc(cc1C)Cl,-2.23
6089,ZPUCINDJVBIVPJ-LXTVHRRPSA-N,COC(=O)[C@H]1[C@@H](C[C@@H]2N([C@H]1CC2)C)OC(=O)c1ccccc1,-2.23
6090,FWJKNZONDWOGMI-UHFFFAOYSA-N,CCC1(CC)C(=O)NC(=O)N(C1=O)C,-2.23
6091,QSSXJPIWXQTSIX-UHFFFAOYSA-N,Cc1ccccc1Br,-2.23
6092,JTVVOOSCIQPAQH-UHFFFAOYSA-N,CC(=O)Oc1c(cccc1c1ccccc1)C(=O)N,-2.228027918
6093,FPGUWEPNTKKYLI-UHFFFAOYSA-N,C[NH+](CCC1(c2ccccc2)C(=O)Oc2c1cccc2)C.[Cl-],-2.228013795
6094,PRBZWMUOQVJJMD-UHFFFAOYSA-M,O=C1C(=C/C(=N/c2ccc(c(c2)Cl)[O-])/C=C1Cl)Cl.[Na+],-2.227936224
6095,LRNCBUQKZLZXAV-UHFFFAOYSA-N,CCOC(=O)C1=CNC2N(C1=O)C(C)CCC2,-2.227881237
6096,OVTCEDCBXAYKQZ-UHFFFAOYSA-N,NC(=O)c1cn(C)c2=CCCC(n2c1=O)C,-2.227300197
6097,FZEIWORKISALCO-UHFFFAOYSA-N,C=CCOc1ccccc1C(=O)N,-2.227281771
6098,SOBYBGYFETUFEY-UHFFFAOYSA-N,OCCOc1ccc(cc1C(=O)NC)Br,-2.225743629
6099,DNEJXIPLCRHMSL-UHFFFAOYSA-N,Clc1ccc2c(c1)N(C(=O)CC(=N2)N)c1ccccc1,-2.225508425
6100,WRHGKVNXGAUMGD-UHFFFAOYSA-N,O=C(Nc1ncco1)Nc1ccccc1,-2.225140471
6101,NVYCAPIKGLKFOG-UHFFFAOYSA-M,C[N+]1(CCCN2CC3CCCC(C2)C3)CCCC1.[I-],-2.223776128
6102,RISOHYOEPYWKOB-UHFFFAOYSA-N,Cc1[nH]nc(c1Br)C,-2.221920737
6103,PZABEXWNZYLYEY-UHFFFAOYSA-N,CCN(CCOCCCOC(=O)c1ccc(cc1)N)CC,-2.220957149
6104,BXENNERVHQAIAY-UHFFFAOYSA-N,CCN(CCCC(=O)c1ccccc1)CC,-2.220520147
6105,YNTJKQDWYXUTLZ-ZCFIWIBFSA-N,OC(=O)[C@H](Oc1cccc(c1)Cl)C,-2.22
6106,SNIOPGDIGTZGOP-UHFFFAOYSA-N,[O-][N+](=O)OC(CO[N+](=O)[O-])CO[N+](=O)[O-],-2.22
6107,KJCVRFUGPWSIIH-UHFFFAOYSA-N,Oc1cccc2c1cccc2,-2.22
6108,MGSRCZKZVOBKFT-UHFFFAOYSA-N,Cc1ccc(c(c1)O)C(C)C,-2.22
6109,ZGWNXHRVUJVMCP-ZCFIWIBFSA-N,OC(=O)[C@H](Oc1ccccc1Cl)C,-2.22
6110,TWCFVUDIMLCADK-UHFFFAOYSA-N,CN(CCN1C(=O)CCCc2c1cccc2)C,-2.219971649
6111,YFUWSMRQAKOQQG-UHFFFAOYSA-N,N/C(=N\Cc1ccc(s1)C)/CSS(=O)(=O)O,-2.219852582
6112,OMPLHFKUSGGZFF-UHFFFAOYSA-N,OCC(c1ccc(cc1)OC)C(=O)OC1CC2CCC(C1)N2C,-2.218778963
6113,DFQICHCWIIJABH-UHFFFAOYSA-N,Oc1ccc2c(c1)cc(cc2)O,-2.218531818
6114,BBQDLDVSEDAYAA-AATRIKPKSA-N,OC(=O)/C=C/c1ccccc1[N+](=O)[O-],-2.217726838
6115,KVZYKZBYZVKXNI-STOWLHSFSA-N,O=C1C[C@@H]2C([C@]1(CC2)CS(=O)(=O)O)(C)C.CCN(CCn1cnc2c1c(=O)n(C)c(=O)n2C)CC,-2.214808199
6116,KJUHIXIWKSVBKB-UHFFFAOYSA-N,Cc1nc2ccccc2c(=O)n1c1ccccc1C.Cl,-2.214479009
6117,ZOZABKCYUYXXRS-UHFFFAOYSA-N,[O-][N+](=O)c1ccc2c(c1)CONC2,-2.214272896
6118,GEDLJMYPQDMOSM-UHFFFAOYSA-N,CCCCN1CCN(C1=S)CCCC,-2.213894738
6119,STOUHHBZBQBYHH-UHFFFAOYSA-N,CC(=O)Oc1cccc(c1)OC(=O)C,-2.212670954
6120,HMNHFUHYPNQIMA-UHFFFAOYSA-N,ClCCN(CC(C)C)CCCl.Cl,-2.211945152
6121,NCXMLFZGDNKEPB-FFPOYIOWSA-N,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@H]([C@@H]([C@@H]2O)N)O)C[C@@H]2O[C@@](C[C@H](C[C@@H]3[C@@H](/C=C/C(=O)O1)O3)O)(O)C[C@@H]([C@H]2C(=O)O)O,-2.210516209
6122,YXFVVABEGXRONW-UHFFFAOYSA-N,Cc1ccccc1,-2.21
6123,LHJGJYXLEPZJPM-UHFFFAOYSA-N,Clc1cc(Cl)c(cc1O)Cl,-2.21
6124,HHLXJTDUHFBYAU-UHFFFAOYSA-N,CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.21
6125,UKXSKSHDVLQNKG-UHFFFAOYSA-N,OC(=O)C(c1ccccc1)(c1ccccc1)O,-2.21
6126,SIQPXVQCUCHWDI-UHFFFAOYSA-N,CCCn1c(=O)[nH]c(=O)c2c1nc[nH]2,-2.209416624
6127,NRGHCWQGTHPFTE-FVWCLLPLSA-N,Nc1ccc2c(c1)[C@]13CCN4[C@H]1C[C@@H]1[C@@H]5[C@@H]3N2C(=O)C[C@@H]5OCC=C1C4,-2.209112505
6128,XYGSFNHCFFAJPO-UHFFFAOYSA-N,CN(CCC(c1ccccc1Cl)(c1ccccc1)O)C.Cl,-2.20821378
6129,SXPGFJZLDDFUHA-UHFFFAOYSA-N,CCCCN(CCCl)CCCl,-2.203530746
6130,DFOBXZFAOORPAD-UHFFFAOYSA-N,COc1cc(CCNC(=O)c2ccc(cc2)C#CC(O)(C)C)ccc1OC,-2.203464518
6131,ZSBXGIUJOOQZMP-JLNYLFASSA-N,O=C1CCC[C@H]2N1C[C@@H]1CCCN3[C@@H]1[C@@H]2CCC3,-2.200862389
6132,LVYJIIRJQDEGBR-UHFFFAOYSA-N,FCCI,-2.199049224
6133,XOVJAYNMQDTIJD-UHFFFAOYSA-N,C=CCC1(C(=O)NC(=O)NC1=O)C1CCC=C1,-2.198840666
6134,WLRMANUAADYWEA-NWASOUNVSA-N,O[C@H](COc1nsnc1N1CCOCC1)CNC(C)(C)C.OC(=O)/C=C\C(=O)O,-2.198227516
6135,VJJPTBBOPNGSRR-UHFFFAOYSA-N,OC(=O)COc1ccc2c(c1)CCC2,-2.198137728
6136,GSNOZLZNQMLSKJ-UHFFFAOYSA-N,CCN(c1cc(C)nc2n1ncn2)CC,-2.198037607
6137,JBOPQACSHPPKEP-UHFFFAOYSA-N,CC(=O)Oc1c[nH]c2c1cccc2,-2.195837681
6138,INOVPKZAEASFME-UHFFFAOYSA-N,CC(NC(=O)c1ccccc1)C,-2.195740034
6139,XIFVTSIIYVGRHJ-UHFFFAOYSA-N,CNc1nc(nc(n1)N(C)C)N(C)C,-2.195570059
6140,VJSZGADWCZOKOK-UHFFFAOYSA-N,COc1cccc(c1)Cc1cnc(nc1N)N,-2.195513191
6141,NFLLKCVHYJRNRH-UHFFFAOYSA-N,Clc1[nH]c2c(n1)n(C)c(=O)n(c2=O)C.CN(CCOC(c1ccccc1)c1ccccc1)C,-2.194948881
6142,ZUTYZAFDFLLILI-UHFFFAOYSA-N,CCC(c1ccc(cc1)O)C,-2.194459387
6143,QEFCQWMDQYETNH-FCVRUTMISA-N,[O-][N+](=O)c1ccc(o1)/C=N/NC(=O)C[NH2+]C.[O-]C(=O)C,-2.194285287
6144,YJZJEQBSODVMTH-UHFFFAOYSA-N,OCCNC(=O)N(CCCl)N=O,-2.194118202
6145,LMTOFAYSICBYRU-UHFFFAOYSA-N,Nc1oc2c(n1)c(Cl)ccc2,-2.193382294
6146,ZNJCQBBJHFLQAG-UHFFFAOYSA-N,Nc1nc2c(o1)c(Cl)ccc2,-2.193382294
6147,CPTBDICYNRMXFX-UHFFFAOYSA-N,CNNCc1ccc(cc1)C(=O)NC(C)C,-2.193313033
6148,ZRIHAIZYIMGOAB-UHFFFAOYSA-N,CCC(C1(CC)C(=O)NC(=O)NC1=O)C,-2.192349776
6149,NFDNQGGQNTZYFP-UHFFFAOYSA-N,OC(=O)C(=O)O.CN(CCCC1(O)OC(c2c1cccc2)(C)C)C,-2.192239989
6150,XOKJUSAYZUAMGJ-WOUKDFQISA-N,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cc(c2c1ncnc2N)C#N,-2.190595695
6151,VCOQVAJFXPHUAM-UHFFFAOYSA-N,CC(=O)N(c1ccccc1C(=O)O)C,-2.190493576
6152,XJCVRTZCHMZPBD-UHFFFAOYSA-N,Nc1cccc(c1)[N+](=O)[O-],-2.1900001
6153,PTBKFATYSVLSSD-ZZXKWVIFSA-N,[O-][N+](=O)c1ccc(o1)/C=N/O,-2.1900001
6154,PHWNWYMCWKIFAK-UHFFFAOYSA-N,CCCCCC(CO)(CO)C,-2.187783669
6155,KVUAALJSMIVURS-ZEDZUCNESA-L,O=CN1C(CNc2ccc(cc2)C(=O)N[C@H](C(=O)[O-])CCC(=O)[O-])CNc2c1c(=O)nc([nH]2)N.[Ca+2],-2.187714347
6156,ZEAJXCPGHPJVNP-UHFFFAOYSA-N,OC(c1ccccc1)CNc1ccccn1,-2.186071918
6157,XAMZAUGUBOIFKY-UHFFFAOYSA-N,CN(c1c(=O)[nH]c(=O)n(c1C)c1ccccc1)C,-2.185274347
6158,ODLUTVBIDGJWAA-UHFFFAOYSA-N,O=C(c1ccc(cc1)[N+](=O)[O-])Nc1n[nH]nn1,-2.184849098
6159,HCBHQDKBSKYGCK-UHFFFAOYSA-N,OC(=O)c1c(C)cccc1C,-2.184624633
6160,JFBCNQQUKQOJPP-UHFFFAOYSA-N,CCCCCC(COC(=O)N)COC(=O)N,-2.184168229
6161,XVAOJFFCAQNGJF-UHFFFAOYSA-L,CCCC[Hg]OC(=O)C[S-].[Na+],-2.183526436
6162,TYIYSVLVQMZJDR-UHFFFAOYSA-N,CCCN1C(=O)Cc2c(S1(=O)=O)cccc2,-2.183023082
6163,CAMYKONBWHRPDD-UHFFFAOYSA-N,NC(=O)OCCCc1ccccc1,-2.182607563
6164,KIZLMJCPUZAQPU-UHFFFAOYSA-N,COc1c(C)cc(cc1C)CC(N)C.Cl,-2.182274792
6165,VSDRAVPZXXXJDG-UHFFFAOYSA-N,CCCCSc1ncnc2c1[nH]cn2,-2.181933257
6166,JANNQSLLUJUMEN-UHFFFAOYSA-N,N/C(=N\CC1CCCC1)/CSS(=O)(=O)O,-2.181890058
6167,DSKDIOZEEJPDAJ-UHFFFAOYSA-N,N/C(=N\C1CCCCC1)/CSS(=O)(=O)O,-2.181890058
6168,JKHRRGNPYDEKGJ-UHFFFAOYSA-N,CC(CC(C)(C)C)CCNCCSS(=O)(=O)O,-2.180627209
6169,QVLAWKAXOMEXPM-UHFFFAOYSA-N,ClCC(Cl)(Cl)Cl,-2.1800001
6170,WOIGZSBYKGQJGL-UHFFFAOYSA-N,C=CCC1(C(=O)NC(=O)NC1=O)c1ccccc1,-2.1800001
6171,AZOCECCLWFDTAP-IUCAKERBSA-N,CC(=C)[C@H]1CC[C@@H](C(=O)C1)C,-2.1800001
6172,WQAQPCDUOCURKW-UHFFFAOYSA-N,CCCCS,-2.1800001
6173,VDTNNGKXZGSZIP-UHFFFAOYSA-N,CCCCNC(=O)NS(=O)(=O)c1ccc(cc1)N,-2.1800001
6174,ZEOBTWIUYHOVNR-UHFFFAOYSA-N,ClCCC1NC(=O)c2c(O1)ccc(c2)[NH3+].[Cl-],-2.179601328
6175,XIROGEVVNHGHFZ-UHFFFAOYSA-N,O=C(c1ccccc1)CCN1CCCCC1.Cl,-2.179130998
6176,IOYQQPACAXCJIN-UHFFFAOYSA-N,O=C(CN1CCN(CC1)C(=O)C)NN=Cc1ccc(o1)[N+](=O)[O-],-2.177179321
6177,BGRJTUBHPOOWDU-UHFFFAOYSA-N,CCN1CCCC1CNC(=O)c1cc(ccc1OC)S(=O)(=O)N,-2.176315176
6178,NMTMZLCCIHLJED-UHFFFAOYSA-N,Brc1ccc(nc1)OCCCCNCCSS(=O)(=O)O,-2.17585573
6179,NOWADDNUCMOPLH-UHFFFAOYSA-N,O=CNc1ccc(cc1)S(=O)(=O)c1ccc(cc1)NC=O,-2.175834472
6180,BUCORZSTKDOEKQ-SDXDJHTJSA-N,C/N=C\1/CN(O)C(=c2c(=N1)ccc(c2)Cl)c1ccccc1,-2.175740787
6181,XYGXSCVUMIDZRR-UHFFFAOYSA-N,CCCCCC1(CC)C(=O)NC(=O)NC1=O,-2.175661546
6182,GUAFOGOEJLSQBT-UHFFFAOYSA-N,COc1cc2oc(=O)ccc2cc1OC,-2.174403277
6183,VWZJKIUSSAXDAH-RRQHEKLDSA-N,N/C(=N\[C@H]1CC2CC1CC2)/COS(=S)(=O)O,-2.174219191
6184,IMYZQPCYWPFTAG-UHFFFAOYSA-N,CNC1(C)C2CCC(C1(C)C)C2,-2.173105827
6185,RUOPAUDVYRHXDB-UHFFFAOYSA-N,OC(COc1cccc(c1C(=O)C)O)COc1cccc(c1C(=O)C)O,-2.172923623
6186,OKBFCOHJPXQZTL-UHFFFAOYSA-N,C[N+](=C(COCc1ccc(cc1)C(C)C)N)C.[Cl-],-2.17257886
6187,AUJXJFHANFIVKH-GQCTYLIASA-N,COC(=O)/C=C/c1ccc(c(c1)OC)O,-2.172379806
6188,YUTFQTAITWWGFH-UHFFFAOYSA-N,CC(=O)c1cc2c(o1)cccc2,-2.171967838
6189,MQVMITUCTLYRNV-UHFFFAOYSA-N,CCCCCCOCC(CO)O,-2.170596949
6190,ANZGQGAJGAEASQ-UHFFFAOYSA-L,ClCC[N+]1(C)CC[N+](CC1)(C)CCCl.[Cl-].[Cl-],-2.170011327
6191,WTYGAUXICFETTC-UHFFFAOYSA-N,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,-2.1700001
6192,GGLIEWRLXDLBBF-UHFFFAOYSA-N,CCOc1ccc(cc1)NC(=O)N,-2.1700001
6193,DRUIESSIVFYOMK-UHFFFAOYSA-N,N#CC(Cl)(Cl)Cl,-2.1700001
6194,WVLOADHCBXTIJK-YNHQPCIGSA-N,O=C1CC[C@@H]2[C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)C)ccc1O,-2.169809899
6195,CZTQZXZIADLWOZ-CRAIPNDOSA-N,O=C(N[C@@H]1C(=O)N2[C@@H]1SCC(=C2C(=O)[O-])C[n+]1ccccc1)Cc1cccs1,-2.167841325
6196,KRGNLCAXPGOHQH-FNORWQNLSA-N,N#C/C(=C\c1ccco1)/C(=O)OC,-2.167736733
6197,VMGTVVBGSTUZRH-UNGNXWFZSA-N,CCCCCCCCOCn1ccn(/c/1=C\[NH+]=O)C.[Cl-],-2.167501752
6198,VJKUPQSHOVKBCO-ZTYBEOBUSA-N,CC(=C)[C@@H]1C2OC(=O)C1[C@]1([C@]3([C@@H]2OC(=O)[C@]23C(C1)O2)C)O.O=C1OC2[C@H](C1[C@]1(O)C[C@@H]3[C@]4([C@@]1([C@@H]2OC4=O)C)O3)C(O)(C)C,-2.167237336
6199,RCQXSQPPHJPGOF-UHFFFAOYSA-N,OC(=O)C(CC(=O)O)(CC(=O)O)O.Cn1cnc2c1c(=O)n(C)c(=O)n2C,-2.16698806
6200,DLCYDUCHUVPZDO-UHFFFAOYSA-M,C/C(=C\C=C\N1CCCCCC1)/C=[N+]1CCCCCC1.[Cl-],-2.16629883
6201,DMWQAGFXWKNDBE-UHFFFAOYSA-N,CC(=C)Cn1c(=O)n(C)c2c(c1=O)n(C)cn2,-2.165576302
6202,ACRBVLNVNAEIRT-UHFFFAOYSA-N,CCCC(COC(=O)N(C)C)(CO)C,-2.165084125
6203,VVNYEECDRVTLHM-UHFFFAOYSA-N,CCC(COC(=O)N(C)C)(CO)CC,-2.165084125
6204,OKPXKOTXEVLWNV-UHFFFAOYSA-N,COc1ccc(cc1)n1c(C)c(N(C)C)c(=O)n(c1=O)C,-2.164735767
6205,TUQLBASXUYTTNN-UHFFFAOYSA-N,CCCNC(=O)OCC(COC(=O)N)CC,-2.164614693
6206,SBMSBQOMJGZBRY-UHFFFAOYSA-N,CCC(=O)c1ccc(c(c1)OC)OC,-2.164464669
6207,JTRXPPVLPJRQIF-UHFFFAOYSA-N,Clc1ccc(nc1)OCCCCCNCCSS(=O)(=O)O,-2.164455682
6208,LFVZHCDOKIVWBQ-RRAJOLSVSA-N,CC[NH+](CC(=O)N/N=C/c1ccc(o1)[N+](=O)[O-])CC.[Cl-],-2.163770336
6209,ZRGVQCBYFKYZQU-UHFFFAOYSA-N,CC[NH+]1CCCC1c1c[nH]c2c1cccc2.[Cl-],-2.163747133
6210,ZRWNRAJCPNLYAK-UHFFFAOYSA-N,NC(=O)c1ccc(cc1)Br,-2.163435453
6211,DSXNAAVBZUNNJI-UHFFFAOYSA-N,NC1=NCC(O1)CSc1ccccc1,-2.163309467
6212,OXMIHLGHUYDMCT-UHFFFAOYSA-N,Clc1ccc2c(c1)CON(C2)C(=O)N,-2.163277811
6213,WWROGCAUSKGAMX-UHFFFAOYSA-N,CCOc1ccc(cc1)NC(=O)CC(=O)C,-2.163051469
6214,SEKQJFKGECWXEL-UHFFFAOYSA-N,COc1ccc2c(c1)c(C)cc(n2)OCCNCCSS(=O)(=O)O,-2.162832689
6215,VHYCDWMUTMEGQY-UHFFFAOYSA-N,OC(COc1ccc(cc1)COCCOC(C)C)CNC(C)C,-2.162234936
6216,TVZGACDUOSZQKY-UHFFFAOYSA-N,OC(=O)CCC(C(=O)O)NC(=O)c1ccc(cc1)NCc1cnc2c(n1)c(N)nc(n2)N,-2.161851466
6217,OHSUFLCLEIOGIC-UNPWXMBTSA-N,CN1CC[C@@]23[C@H]([C@H]1Cc1c3c(O)c(cc1)O)CCCC2.Cl,-2.160715315
6218,OPQYFNRLWBWCST-UHFFFAOYSA-N,OC(=O)COc1ccccc1Cl,-2.1600001
6219,OVYWMEWYEJLIER-UHFFFAOYSA-N,Oc1ccc2c(c1)cccn2,-2.1600001
6220,BAXOFTOLAUCFNW-UHFFFAOYSA-N,c1ccc2c(c1)[nH]nc2,-2.1600001
6221,ILDYYABRUBWZPB-UHFFFAOYSA-N,c1ccc2=NN=C=c2c1,-2.1600001
6222,XQJMXPAEFMWDOZ-PBWFPOADSA-N,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)c1ccccc1,-2.159287593
6223,GKEGFOKQMZHVOW-UHFFFAOYSA-M,O=C(C(c1ccccc1)(c1ccccc1)O)OC1C[N+]2(C)CCC1CC2.[Br-],-2.158722244
6224,QCUPYFTWJOZAOB-HYXAFXHYSA-N,CC/C(=C/C)/C(=O)NC(=O)N,-2.157010427
6225,GQWNECFJGBQMBO-UHFFFAOYSA-N,CCc1c(C)[nH]c2c1C(=O)C(CC2)CN1CCOCC1.Cl,-2.156863021
6226,ZFVLHMJCLWOOOY-UHFFFAOYSA-N,CCC1(N2CCCCC2)C(=O)NC(=O)NC1=O,-2.156180836
6227,PZMMWWLCCGJACT-UHFFFAOYSA-N,CCCC(C(=O)NC(=O)N)CCC,-2.156164588
6228,YGULWPYYGQCFMP-UHFFFAOYSA-N,OC(C(C(=O)O)O)C(=O)O.COCCc1ccc(cc1)OCC(CNC(C)C)O.COCCc1ccc(cc1)OCC(CNC(C)C)O,-2.156151056
6229,QVDSEJDULKLHCG-UHFFFAOYSA-N,CN(CCc1c[nH]c2c1c(ccc2)OP(=O)(O)O)C,-2.155943033
6230,NJBFOOCLYDNZJN-UHFFFAOYSA-N,BrCCC(=O)N1CCN(CC1)C(=O)CCBr,-2.154798482
6231,DTYGEAKGUGEGKX-UHFFFAOYSA-N,NC(=O)Cc1c(nc2n1cccc2)c1ccc(cc1)S(=O)(=O)C,-2.154077321
6232,WBBVXGHSWZIJST-RLQYZCPESA-N,O=C1O[C@@H]2C[C@H]3C(=CC(=O)[C@H]([C@@]3([C@@H]3[C@@]42[C@@H](C1)C(=C)[C@H]([C@@]3(OC4)O)O)C)O)C,-2.154051457
6233,PCLRAGNZCNZQCA-UHFFFAOYSA-N,CCCCC(COC(=O)N)(COC(=O)N)C,-2.153824213
6234,XBSXQOUEVBSXEI-UHFFFAOYSA-N,CCCC(COC(=O)N)(COC(=O)N)CC,-2.153824213
6235,NFBYCNFAXLUGBT-UHFFFAOYSA-N,CN(C12CC3CC(C2)CC(C1)C3)C,-2.153226724
6236,SJMYWORNLPSJQO-UHFFFAOYSA-N,CC(=C)C(=O)OC(C)(C)C,-2.152893488
6237,SZCZSKMCTGEJKI-VOTSOKGWSA-N,COc1ccc(cc1)/C=C/NC=O,-2.150866741
6238,XFNJYAKDBJUJAJ-GSVOUGTGSA-N,BrC[C@H](Br)C,-2.1500001
6239,CHVJITGCYZJHLR-UHFFFAOYSA-N,C1=CC=CC=CC1,-2.1500001
6240,SBYAVOHNDJTVPA-UHFFFAOYSA-N,CC(CNC(=O)N1CCNC1=O)C,-2.1500001
6241,KNAHARQHSZJURB-UHFFFAOYSA-N,CCCc1cc(=O)[nH]c(=S)[nH]1,-2.1500001
6242,OTVAEFIXJLOWRX-UWVGGRQHSA-N,OC[C@@H]([C@H](c1ccc(cc1)S(=O)(=O)C)O)NC(=O)C(Cl)Cl,-2.1500001
6243,OTVAEFIXJLOWRX-NXEZZACHSA-N,OC[C@H]([C@@H](c1ccc(cc1)S(=O)(=O)C)O)NC(=O)C(Cl)Cl	,-2.15
6244,JUIQOABNSLTJSW-UHFFFAOYSA-N,CC1=NCCS1,-2.149277499
6245,PONPPNYZKHNPKZ-RYBWXQSLSA-N,CO[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@@H](O[C@@H]([C@@H]([C@@H]2O)O)C)Oc2cccc3c2c2oc(=O)c4c5c2c(c3O)c(=O)oc5ccc4C)O[C@@H]([C@@H]1O)C,-2.147427579
6246,OGYDFHUEGLLFKA-UHFFFAOYSA-N,COCCn1c(=O)c2n(C)cnc2n(c1=O)C,-2.146578501
6247,OKAGOUJJSDPCCX-YKFNWNKUSA-N,OS(=O)(=O)O.CN([C@@H]1C(=O)C(=C([C@@]2([C@H]1[C@@H](O)[C@H]1C(=C(O)c3c([C@]1(C)O)cccc3O)C2=O)O)O)C(=O)N)C.CN([C@@H]1C(=O)C(=C([C@@]2([C@H]1[C@@H](O)[C@H]1C(=C(O)c3c([C@]1(C)O)cccc3O)C2=O)O)O)C(=O)N)C,-2.146021494
